iteration,objective,primal_residual,dual_residual,primal_threshold,dual_threshold,capacity_residual,balance_residual,local_iterations,max_local_primal_correction_l2,wall_seconds
1,4.0,0.0,0.0,0.0005298979485566356,4e-05,0.0,0,0,0.0,0.001194800017401576
