o_zone_id,d_zone_id,volume
1642,2032,11.019329138625709
2032,2682,3.4843078114273083
2032,3858,11.5025536981116
2032,5012,3.393024862908005
2032,524,10.571522241582851
2682,1492,3.6723058897857026
2682,2032,4.191080116606083
2682,4914,3.826407327875154
3858,1492,11.312533586643216
3858,2032,13.81968340642674
3858,4914,12.180233461190973
4285,1492,10.417635392734043
4285,2032,12.358840177562858
4285,4914,10.858108120450902
4575,2032,6.508237767338373
4575,4914,6.082156115965258
4694,2032,3.4547572897384677
5012,1492,3.3208129545536664
5012,2032,4.0845502256231665
5012,4914,3.7165795460406628
5039,1492,6.170063954802594
5039,2032,6.748338099945884
5039,4914,6.576457247270275
524,1492,10.41939928214149
524,2032,12.73875820609437
524,4914,11.232802713653355
