tier,o_zone_id,d_zone_id,person_trips,straight_distance_m,method
smoke,50,87,0.11915635421299356,767.757,top5 population-weighted exponential distance; 1200 m decay
smoke,51,80,0.39604589054770273,266.417,top5 population-weighted exponential distance; 1200 m decay
smoke,51,91,0.22799050378161234,1115.293,top5 population-weighted exponential distance; 1200 m decay
smoke,51,94,0.195742724440878,571.769,top5 population-weighted exponential distance; 1200 m decay
smoke,51,57,0.1711877516486137,133.899,top5 population-weighted exponential distance; 1200 m decay
smoke,51,59,0.1630331295811931,151.632,top5 population-weighted exponential distance; 1200 m decay
smoke,52,80,0.35672501313215904,299.972,top5 population-weighted exponential distance; 1200 m decay
smoke,52,91,0.2262718737587486,1032.45,top5 population-weighted exponential distance; 1200 m decay
smoke,52,94,0.17678664997480106,602.076,top5 population-weighted exponential distance; 1200 m decay
smoke,52,86,0.15539911305972864,546.574,top5 population-weighted exponential distance; 1200 m decay
smoke,52,57,0.14681735007456276,226.262,top5 population-weighted exponential distance; 1200 m decay
smoke,53,80,0.388309347180599,326.198,top5 population-weighted exponential distance; 1200 m decay
smoke,53,91,0.26024809073305266,992.604,top5 population-weighted exponential distance; 1200 m decay
smoke,53,94,0.19355290529470504,621.378,top5 population-weighted exponential distance; 1200 m decay
smoke,53,86,0.1787265860217226,506.773,top5 population-weighted exponential distance; 1200 m decay
smoke,53,57,0.1571630707699207,272.58,top5 population-weighted exponential distance; 1200 m decay
smoke,54,80,0.28434688000649333,355.639,top5 population-weighted exponential distance; 1200 m decay
smoke,54,91,0.20095605769737573,958.374,top5 population-weighted exponential distance; 1200 m decay
smoke,54,94,0.1431062177573424,639.246,top5 population-weighted exponential distance; 1200 m decay
smoke,54,86,0.13792491043951946,473.262,top5 population-weighted exponential distance; 1200 m decay
smoke,54,17,0.117665934099269,620.631,top5 population-weighted exponential distance; 1200 m decay
smoke,55,80,0.3065019177950496,419.717,top5 population-weighted exponential distance; 1200 m decay
smoke,55,91,0.24200194616425078,889.456,top5 population-weighted exponential distance; 1200 m decay
smoke,55,86,0.1655202814824755,408.514,top5 population-weighted exponential distance; 1200 m decay
smoke,55,94,0.1566338724780025,684.971,top5 population-weighted exponential distance; 1200 m decay
smoke,55,17,0.14334198208022172,537.884,top5 population-weighted exponential distance; 1200 m decay
smoke,56,80,0.8100273081515272,348.605,top5 population-weighted exponential distance; 1200 m decay
smoke,56,94,0.4462356479449564,523.748,top5 population-weighted exponential distance; 1200 m decay
smoke,56,91,0.41467307374624196,1338.303,top5 population-weighted exponential distance; 1200 m decay
smoke,56,57,0.384789146778724,102.811,top5 population-weighted exponential distance; 1200 m decay
smoke,56,59,0.3702748233785507,108.116,top5 population-weighted exponential distance; 1200 m decay
smoke,57,80,1.0838227679642225,312.096,top5 population-weighted exponential distance; 1200 m decay
smoke,57,94,0.5844170846394113,512.936,top5 population-weighted exponential distance; 1200 m decay
smoke,57,91,0.5805909257757403,1247.345,top5 population-weighted exponential distance; 1200 m decay
smoke,57,59,0.5098875880373842,37.091,top5 population-weighted exponential distance; 1200 m decay
smoke,57,61,0.4692816335832418,72.692,top5 population-weighted exponential distance; 1200 m decay
smoke,58,80,0.9452415996585579,381.568,top5 population-weighted exponential distance; 1200 m decay
smoke,58,94,0.551478976292614,487.85,top5 population-weighted exponential distance; 1200 m decay
smoke,58,91,0.49014275032687726,1355.865,top5 population-weighted exponential distance; 1200 m decay
smoke,58,57,0.4588316666222232,109.836,top5 population-weighted exponential distance; 1200 m decay
smoke,58,59,0.44630500709972754,102.217,top5 population-weighted exponential distance; 1200 m decay
smoke,59,80,1.0133461373395227,348.657,top5 population-weighted exponential distance; 1200 m decay
smoke,59,94,0.580987267011937,475.876,top5 population-weighted exponential distance; 1200 m decay
smoke,59,91,0.5506601738959566,1266.736,top5 population-weighted exponential distance; 1200 m decay
smoke,59,57,0.5084926964974261,37.091,top5 population-weighted exponential distance; 1200 m decay
smoke,59,61,0.4665137252551576,35.668,top5 population-weighted exponential distance; 1200 m decay
smoke,60,80,0.7570309137782147,414.861,top5 population-weighted exponential distance; 1200 m decay
smoke,60,94,0.4676957663041795,452.442,top5 population-weighted exponential distance; 1200 m decay
smoke,60,91,0.39753752519085994,1374.003,top5 population-weighted exponential distance; 1200 m decay
smoke,60,57,0.3723330998939958,127.358,top5 population-weighted exponential distance; 1200 m decay
smoke,60,59,0.3654026948327496,109.069,top5 population-weighted exponential distance; 1200 m decay
smoke,61,80,0.9358476960606328,383.35,top5 population-weighted exponential distance; 1200 m decay
smoke,61,94,0.5689386793076795,440.244,top5 population-weighted exponential distance; 1200 m decay
smoke,61,91,0.5162038039073258,1283.496,top5 population-weighted exponential distance; 1200 m decay
smoke,61,57,0.46924894505052,72.692,top5 population-weighted exponential distance; 1200 m decay
smoke,61,59,0.46776087567384195,35.668,top5 population-weighted exponential distance; 1200 m decay
smoke,62,80,0.7512636321052032,442.59,top5 population-weighted exponential distance; 1200 m decay
smoke,62,94,0.4881538032769366,419.619,top5 population-weighted exponential distance; 1200 m decay
smoke,62,91,0.3998751300664941,1385.52,top5 population-weighted exponential distance; 1200 m decay
smoke,62,57,0.3727268140918134,144.642,top5 population-weighted exponential distance; 1200 m decay
smoke,62,59,0.3679806204595527,119.185,top5 population-weighted exponential distance; 1200 m decay
smoke,63,80,0.8463269751187439,422.128,top5 population-weighted exponential distance; 1200 m decay
smoke,63,94,0.5484499386955738,402.378,top5 population-weighted exponential distance; 1200 m decay
smoke,63,91,0.4714418601654713,1310.465,top5 population-weighted exponential distance; 1200 m decay
smoke,63,57,0.4245569082692009,110.919,top5 population-weighted exponential distance; 1200 m decay
smoke,63,59,0.4232243177510101,73.856,top5 population-weighted exponential distance; 1200 m decay
smoke,64,80,0.7855356405948138,405.809,top5 population-weighted exponential distance; 1200 m decay
smoke,64,94,0.49567128244706743,418.031,top5 population-weighted exponential distance; 1200 m decay
smoke,64,91,0.45830704827204194,1238.606,top5 population-weighted exponential distance; 1200 m decay
smoke,64,57,0.38449788834966947,124.082,top5 population-weighted exponential distance; 1200 m decay
smoke,64,59,0.37998814033640715,97.404,top5 population-weighted exponential distance; 1200 m decay
