source_turn_id,source_edge_sequence,from_link_id,to_link_id,via_node_id,no_turn,included_vehicle_types,excluded_vehicle_types,part_time_restriction,status
141638,261012|261012,622024,622025,10103,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141638,261012|261012,622025,622024,10097,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141640,261011|261011,622022,622023,10095,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141640,261011|261011,622023,622022,10097,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141646,260879|260879,621758,621759,10065,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141646,260879|260879,621759,621758,10061,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141648,261007|261007,622014,622015,10070,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141648,261007|261007,622015,622014,10061,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141650,261008|261008,622016,622017,10055,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141650,261008|261008,622017,622016,10061,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141652,261004|261004,622008,622009,10052,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141652,261004|261004,622009,622008,10061,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141654,260879|261007,621759,622014,10061,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141655,261008|260879,622017,621758,10061,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141658,261028|261028,622056,622057,10059,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141658,261028|261028,622057,622056,10058,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141659,261027|261027,622054,622055,10063,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141659,261027|261027,622055,622054,10058,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141661,261029|261029,622058,622059,10057,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
141661,261029|261029,622059,622058,10058,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
145856,260674|260674,621348,621349,10102,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
145856,260674|260674,621349,621348,10105,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
145857,260675|260675,621350,621351,10109,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
145857,260675|260675,621351,621350,10105,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
147976,104292|104292,308584,308585,10339,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
147976,104292|104292,308585,308584,10344,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
147449,104672|104672,309344,309345,10599,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
147449,104672|104672,309345,309344,10584,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
147448,104568|104568,309136,309137,10532,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
147448,104568|104568,309137,309136,10584,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
147447,104658|104658,309316,309317,10586,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
147447,104658|104658,309317,309316,10584,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
147446,104658|104658,309316,309317,10586,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
147446,104658|104658,309317,309316,10584,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
147977,104290|104290,308580,308581,10344,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
147977,104290|104290,308581,308580,10347,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
147978,104292|104292,308584,308585,10339,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
147978,104292|104292,308585,308584,10344,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
148176,104733|104733,309466,309467,10302,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
148176,104733|104733,309467,309466,10307,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
148177,104734|104734,309468,309469,10307,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
148177,104734|104734,309469,309468,10309,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
148178,104733|104733,309466,309467,10302,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
148178,104733|104733,309467,309466,10307,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
148179,104734|104734,309468,309469,10307,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
148179,104734|104734,309469,309468,10309,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
150856,104354|104354,308708,308709,10728,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
150856,104354|104354,308709,308708,10726,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
150857,104386|104386,308772,308773,10726,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
150857,104386|104386,308773,308772,10714,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
150858,105140|105140,310280,310281,10726,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
150858,105140|105140,310281,310280,10692,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
151616,260675|105506,621351,311012,10105,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
7293,105438|105295,310876,310591,10122,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
151676,106876|105428,313753,310856,10122,-1,ALL,NA,N,mapped_source_restriction_not_solver_enforced
