route_id,agency_id,route_short_name,route_long_name,route_type,service_id,pilot_intersecting_trip_patterns,frequency_records,headway_min_s,headway_max_s,calendar_start,calendar_end,schedule_type
1000231,KMB,269X,TIN SHUI - HIGH SPEED RAIL WEST KOWLOON STATION,3,287,4,0,,,20200101,20991231,specified schedule or no frequency record
1000236,CTB,973,TSIM SHA TSUI EAST (MODY ROAD) - STANLEY (VIA WEST KOWLOON CULTURAL DISTRICT),3,288,5,4,1800,3600,20200101,20991231,frequency/headway
1000236,CTB,973,TSIM SHA TSUI EAST (MODY ROAD) - STANLEY (VIA WEST KOWLOON CULTURAL DISTRICT),3,448,5,5,1800,3600,20200101,20991231,frequency/headway
1000243,CTB,50,TUEN MUN (CHING TIN AND WO TIN) - TSIM SHA TSUI (KOWLOON STATION),3,287,8,8,1200,1800,20200101,20991231,frequency/headway
1000243,CTB,50,TUEN MUN (CHING TIN AND WO TIN) - TSIM SHA TSUI (KOWLOON STATION),3,480,5,5,1200,1800,20200101,20991231,frequency/headway
1000265,KMB,93P,PO LAM - MONG KOK (PARK AVENUE),3,287,4,0,,,20200101,20991231,specified schedule or no frequency record
1000312,CTB,790,OSCAR BY THE SEA - TSIM SHA TSUI (MODY ROAD),3,287,2,2,1200,1800,20200101,20991231,frequency/headway
1000312,CTB,790,OSCAR BY THE SEA - TSIM SHA TSUI (MODY ROAD),3,480,2,2,1200,1800,20200101,20991231,frequency/headway
1000312,CTB,790,OSCAR BY THE SEA - TSIM SHA TSUI (MODY ROAD),3,511,1,1,1200,1200,20200101,20991231,frequency/headway
1000313,CTB,795,TSEUNG KWAN O INDUSTRIAL ESTATE - CHEUNG SHA WAN (HOI TAT),3,287,6,0,,,20200101,20991231,specified schedule or no frequency record
1000329,KMB,W2,JORDAN (WEST KOWLOON STATION) - KWUN TONG (CIRCULAR),3,511,1,1,1800,1800,20200101,20991231,frequency/headway
1000330,KMB,W2,JORDAN (WEST KOWLOON STATION) - LAGUNA PARK,3,511,2,0,,,20200101,20991231,specified schedule or no frequency record
1000331,KMB,W2,MILLENNIUM CITY - JORDAN (WEST KOWLOON STATION),3,511,2,0,,,20200101,20991231,specified schedule or no frequency record
1000333,KMB,268X,YUET PING HOUSE LONG PING ESTATE - JORDAN (WEST KOWLOON STATION),3,287,1,0,,,20200101,20991231,specified schedule or no frequency record
1000334,KMB,203C,SHAM SHUI PO (TAI HANG TUNG) - TSIM SHA TSUI EAST (MODY ROAD),3,287,11,11,1200,1800,20200101,20991231,frequency/headway
1000334,KMB,203C,SHAM SHUI PO (TAI HANG TUNG) - TSIM SHA TSUI EAST (MODY ROAD),3,288,8,8,1500,1800,20200101,20991231,frequency/headway
1000334,KMB,203C,SHAM SHUI PO (TAI HANG TUNG) - TSIM SHA TSUI EAST (MODY ROAD),3,448,7,7,1500,1800,20200101,20991231,frequency/headway
1000335,KMB,203C,TSIM SHA TSUI EAST (MODY ROAD) - SHAM SHUI PO (TAI HANG TUNG) (OMIT PEONY ROAD AND BEGONIA ROAD),3,287,4,4,1200,1800,20200101,20991231,frequency/headway
