arc_lp_reference_objective,capacity_violation_count,demand_residual_max,gap_vs_reference,objective_change_from_previous,objective_level_reference_match,objective_value,pool_column_count,round,selected_candidate_added_to_reach_solution,solution_index,solver_status
1521090.83662,0,0.0,173534.57479500002,,False,1694625.411415,312,0,,0,optimal
1521090.83662,0,0.0,3843.6699290000834,-169690.90486599994,False,1524934.506549,504,1,ORACLE_R1_XS19_K1|ORACLE_R1_XS27_K1|ORACLE_R1_XS146_K1|ORACLE_R1_XS147_K1|ORACLE_R1_XS148_K1|ORACLE_R1_XS15_K1|ORACLE_R1_XS168_K1|ORACLE_R1_XS176_K1|ORACLE_R1_XS177_K1|ORACLE_R1_XS202_K2|ORACLE_R1_XS14_K1|ORACLE_R1_XS41_K1|ORACLE_R1_XS124_K1|ORACLE_R1_XS132_K1|ORACLE_R1_XS133_K1|ORACLE_R1_XS204_K1|ORACLE_R1_XS206_K1|ORACLE_R1_XS21_K1|ORACLE_R1_XS174_K1|ORACLE_R1_XS175_K1|ORACLE_R1_XS116_K1|ORACLE_R1_XS16_K1|ORACLE_R1_XS18_K1|ORACLE_R1_XS233_K1|ORACLE_R1_XS53_K1|ORACLE_R1_XS56_K1|ORACLE_R1_XS77_K1|ORACLE_R1_XS8_K1|ORACLE_R1_XS81_K1|ORACLE_R1_XS95_K1|ORACLE_R1_XS203_K1|ORACLE_R1_XS217_K1|ORACLE_R1_XS23_K1|ORACLE_R1_XS247_K1|ORACLE_R1_XS119_K1|ORACLE_R1_XS130_K1|ORACLE_R1_XS135_K1|ORACLE_R1_XS151_K1|ORACLE_R1_XS178_K1|ORACLE_R1_XS194_K1|ORACLE_R1_XS198_K1|ORACLE_R1_XS199_K1|ORACLE_R1_XS24_K1|ORACLE_R1_XS25_K1|ORACLE_R1_XS28_K1|ORACLE_R1_XS30_K1|ORACLE_R1_XS43_K1|ORACLE_R1_XS5_K1|ORACLE_R1_XS52_K1|ORACLE_R1_XS57_K1|ORACLE_R1_XS76_K1|ORACLE_R1_XS93_K1|ORACLE_R1_XS97_K1|ORACLE_R1_XS99_K1|ORACLE_R1_XS100_K1|ORACLE_R1_XS101_K1|ORACLE_R1_XS102_K1|ORACLE_R1_XS103_K1|ORACLE_R1_XS107_K1|ORACLE_R1_XS11_K1|ORACLE_R1_XS112_K1|ORACLE_R1_XS113_K1|ORACLE_R1_XS114_K1|ORACLE_R1_XS115_K1|ORACLE_R1_XS117_K1|ORACLE_R1_XS118_K1|ORACLE_R1_XS12_K1|ORACLE_R1_XS120_K1|ORACLE_R1_XS121_K1|ORACLE_R1_XS122_K1|ORACLE_R1_XS129_K1|ORACLE_R1_XS13_K1|ORACLE_R1_XS131_K1|ORACLE_R1_XS134_K1|ORACLE_R1_XS137_K1|ORACLE_R1_XS139_K1|ORACLE_R1_XS140_K1|ORACLE_R1_XS141_K1|ORACLE_R1_XS142_K1|ORACLE_R1_XS143_K1|ORACLE_R1_XS144_K1|ORACLE_R1_XS145_K1|ORACLE_R1_XS152_K1|ORACLE_R1_XS153_K1|ORACLE_R1_XS154_K1|ORACLE_R1_XS155_K1|ORACLE_R1_XS156_K1|ORACLE_R1_XS160_K1|ORACLE_R1_XS162_K1|ORACLE_R1_XS163_K1|ORACLE_R1_XS164_K1|ORACLE_R1_XS165_K1|ORACLE_R1_XS166_K1|ORACLE_R1_XS17_K1|ORACLE_R1_XS173_K1|ORACLE_R1_XS182_K1|ORACLE_R1_XS183_K1|ORACLE_R1_XS184_K1|ORACLE_R1_XS185_K1|ORACLE_R1_XS186_K1|ORACLE_R1_XS187_K1|ORACLE_R1_XS188_K1|ORACLE_R1_XS189_K1|ORACLE_R1_XS190_K1|ORACLE_R1_XS193_K1|ORACLE_R1_XS195_K1|ORACLE_R1_XS197_K1|ORACLE_R1_XS2_K1|ORACLE_R1_XS20_K1|ORACLE_R1_XS200_K1|ORACLE_R1_XS201_K1|ORACLE_R1_XS205_K1|ORACLE_R1_XS207_K1|ORACLE_R1_XS208_K1|ORACLE_R1_XS209_K1|ORACLE_R1_XS210_K1|ORACLE_R1_XS211_K1|ORACLE_R1_XS212_K1|ORACLE_R1_XS213_K1|ORACLE_R1_XS214_K1|ORACLE_R1_XS215_K1|ORACLE_R1_XS216_K1|ORACLE_R1_XS22_K1|ORACLE_R1_XS220_K1|ORACLE_R1_XS221_K1|ORACLE_R1_XS223_K1|ORACLE_R1_XS224_K1|ORACLE_R1_XS225_K1|ORACLE_R1_XS226_K1|ORACLE_R1_XS227_K1|ORACLE_R1_XS228_K1|ORACLE_R1_XS229_K1|ORACLE_R1_XS230_K1|ORACLE_R1_XS231_K1|ORACLE_R1_XS232_K1|ORACLE_R1_XS234_K1|ORACLE_R1_XS236_K1|ORACLE_R1_XS237_K1|ORACLE_R1_XS238_K1|ORACLE_R1_XS239_K1|ORACLE_R1_XS240_K1|ORACLE_R1_XS243_K1|ORACLE_R1_XS245_K1|ORACLE_R1_XS246_K1|ORACLE_R1_XS248_K1|ORACLE_R1_XS249_K1|ORACLE_R1_XS250_K1|ORACLE_R1_XS26_K1|ORACLE_R1_XS29_K1|ORACLE_R1_XS3_K1|ORACLE_R1_XS33_K1|ORACLE_R1_XS34_K1|ORACLE_R1_XS35_K1|ORACLE_R1_XS36_K1|ORACLE_R1_XS38_K1|ORACLE_R1_XS39_K1|ORACLE_R1_XS4_K1|ORACLE_R1_XS40_K1|ORACLE_R1_XS42_K1|ORACLE_R1_XS44_K1|ORACLE_R1_XS45_K1|ORACLE_R1_XS46_K1|ORACLE_R1_XS48_K1|ORACLE_R1_XS50_K1|ORACLE_R1_XS51_K1|ORACLE_R1_XS54_K1|ORACLE_R1_XS55_K1|ORACLE_R1_XS58_K1|ORACLE_R1_XS59_K1|ORACLE_R1_XS6_K1|ORACLE_R1_XS60_K1|ORACLE_R1_XS61_K1|ORACLE_R1_XS62_K1|ORACLE_R1_XS64_K1|ORACLE_R1_XS67_K1|ORACLE_R1_XS68_K1|ORACLE_R1_XS69_K1|ORACLE_R1_XS7_K1|ORACLE_R1_XS70_K1|ORACLE_R1_XS71_K1|ORACLE_R1_XS72_K1|ORACLE_R1_XS75_K1|ORACLE_R1_XS78_K1|ORACLE_R1_XS79_K1|ORACLE_R1_XS85_K1|ORACLE_R1_XS88_K1|ORACLE_R1_XS9_K1|ORACLE_R1_XS91_K1|ORACLE_R1_XS92_K1|ORACLE_R1_XS94_K1|ORACLE_R1_XS96_K1|ORACLE_R1_XS98_K1,1,optimal
1521090.83662,0,0.0,0.0,-3843.6699290000834,True,1521090.83662,567,2,ORACLE_R2_XS19_K2|ORACLE_R2_XS27_K2|ORACLE_R2_XS146_K2|ORACLE_R2_XS147_K2|ORACLE_R2_XS148_K2|ORACLE_R2_XS15_K2|ORACLE_R2_XS14_K2|ORACLE_R2_XS41_K2|ORACLE_R2_XS124_K2|ORACLE_R2_XS132_K2|ORACLE_R2_XS133_K2|ORACLE_R2_XS175_K1|ORACLE_R2_XS204_K2|ORACLE_R2_XS206_K2|ORACLE_R2_XS21_K2|ORACLE_R2_XS16_K1|ORACLE_R2_XS174_K1|ORACLE_R2_XS116_K2|ORACLE_R2_XS18_K2|ORACLE_R2_XS217_K1|ORACLE_R2_XS233_K2|ORACLE_R2_XS53_K2|ORACLE_R2_XS56_K2|ORACLE_R2_XS77_K2|ORACLE_R2_XS8_K2|ORACLE_R2_XS81_K2|ORACLE_R2_XS95_K2|ORACLE_R2_XS203_K2|ORACLE_R2_XS23_K2|ORACLE_R2_XS247_K2|ORACLE_R2_XS28_K2|ORACLE_R2_XS43_K2|ORACLE_R2_XS5_K2|ORACLE_R2_XS76_K2|ORACLE_R2_XS99_K2|ORACLE_R2_XS119_K2|ORACLE_R2_XS130_K2|ORACLE_R2_XS135_K2|ORACLE_R2_XS143_K2|ORACLE_R2_XS151_K1|ORACLE_R2_XS155_K1|ORACLE_R2_XS178_K1|ORACLE_R2_XS194_K2|ORACLE_R2_XS198_K2|ORACLE_R2_XS199_K2|ORACLE_R2_XS209_K2|ORACLE_R2_XS22_K2|ORACLE_R2_XS227_K1|ORACLE_R2_XS230_K1|ORACLE_R2_XS232_K2|ORACLE_R2_XS234_K2|ORACLE_R2_XS239_K2|ORACLE_R2_XS24_K2|ORACLE_R2_XS25_K2|ORACLE_R2_XS30_K2|ORACLE_R2_XS36_K2|ORACLE_R2_XS39_K2|ORACLE_R2_XS52_K2|ORACLE_R2_XS57_K2|ORACLE_R2_XS72_K2|ORACLE_R2_XS75_K2|ORACLE_R2_XS93_K2|ORACLE_R2_XS97_K2,2,optimal
