link_index,link_id,from_node_id,to_node_id,v_solver,v_from_paths,raw_residual,tolerance,current_cost_minutes,effective_capacity,vdf_fftt,vdf_alpha,vdf_beta
49,5042,279,269,1.465484386849498e-26,0.0,1.465484386849498e-26,1.0099999999999999e-06,0.269424,2600.0,0.269424,0.25,2.0
50,8076,279,3639,-4.72372493732023e-27,0.0,-4.72372493732023e-27,1.0099999999999999e-06,0.01866,2600.0,0.01866,0.25,2.0
51,18497,280,277,-4.118665169164019e-27,0.0,-4.118665169164019e-27,1.0099999999999999e-06,0.05363,2600.0,0.05363,0.25,2.0
52,18558,280,3993,-6.07444856844975e-27,0.0,-6.07444856844975e-27,1.0099999999999999e-06,0.237236,2600.0,0.237236,0.25,2.0
53,8087,281,282,1.3976419258187192e-27,0.0,1.3976419258187192e-27,1.0099999999999999e-06,0.079348,2600.0,0.079348,0.25,2.0
54,8626,281,283,5.517687601551371e-27,0.0,5.517687601551371e-27,1.0099999999999999e-06,0.124274,2600.0,0.124274,0.25,2.0
55,8088,282,281,1.3976419258187192e-27,0.0,1.3976419258187192e-27,1.0099999999999999e-06,0.079348,2600.0,0.079348,0.25,2.0
56,8452,282,3405,-3.8814194837883237e-28,0.0,-3.8814194837883237e-28,1.0099999999999999e-06,0.15289,2600.0,0.15289,0.25,2.0
57,8627,283,281,5.517687601551371e-27,0.0,5.517687601551371e-27,1.0099999999999999e-06,0.124274,2600.0,0.124274,0.25,2.0
58,8619,283,5230,1.2606172097649835e-26,0.0,1.2606172097649835e-26,1.0099999999999999e-06,0.121442,2600.0,0.121442,0.25,2.0
59,14797,287,288,9.625658382481184e-27,0.0,9.625658382481184e-27,1.0099999999999999e-06,0.030256,8000.0,0.030256,0.25,2.0
60,14800,287,289,-5.062773227749853e-28,0.0,-5.062773227749853e-28,1.0099999999999999e-06,0.0622693333333333,8000.0,0.0622693333333333,0.25,2.0
61,14796,288,3860,3.39461747053921e-27,0.0,3.39461747053921e-27,1.0099999999999999e-06,0.2405146666666666,8000.0,0.2405146666666666,0.25,2.0
62,14705,288,5329,8.73700657275662e-27,0.0,8.73700657275662e-27,1.0099999999999999e-06,0.120874,2600.0,0.120874,0.25,2.0
63,14701,289,2132,7.218449330206605e-27,0.0,7.218449330206605e-27,1.0099999999999999e-06,0.045588,8000.0,0.045588,0.25,2.0
64,14883,290,291,-4.870847496134102e-27,0.0,-4.870847496134102e-27,1.0099999999999999e-06,0.1041826666666666,8000.0,0.1041826666666666,0.25,2.0
65,14884,291,2683,9.216656386126233e-27,0.0,9.216656386126233e-27,1.0099999999999999e-06,0.11223,2600.0,0.11223,0.25,2.0
66,14828,291,2684,1.0944016333524038e-26,0.0,1.0944016333524038e-26,1.0099999999999999e-06,0.137876,8000.0,0.137876,0.25,2.0
67,18149,292,293,9.16143239983631e-11,9.161002078425612e-11,4.303214106973357e-15,1.0099999999999999e-06,0.132448,8000.0,0.132448,0.25,2.0
68,18114,293,3014,9.161432399836311e-11,9.161002078425612e-11,4.3032141069862816e-15,1.0099999999999999e-06,0.1217533333333333,8000.0,0.1217533333333333,0.25,2.0
69,10913,294,295,2.2892519639320134e-27,0.0,2.2892519639320134e-27,1.0099999999999999e-06,0.087128,2600.0,0.087128,0.25,2.0
70,10915,294,302,-3.0355591462994503e-27,0.0,-3.0355591462994503e-27,1.0099999999999999e-06,0.171382,2600.0,0.171382,0.25,2.0
71,10914,295,294,2.2892519639320134e-27,0.0,2.2892519639320134e-27,1.0099999999999999e-06,0.087128,2600.0,0.087128,0.25,2.0
72,10917,295,2529,-6.325897981981479e-27,0.0,-6.325897981981479e-27,1.0099999999999999e-06,0.034304,2600.0,0.034304,0.25,2.0
73,10916,302,294,-3.0355591462994503e-27,0.0,-3.0355591462994503e-27,1.0099999999999999e-06,0.171382,2600.0,0.171382,0.25,2.0
74,10911,302,3455,9.094360562826304e-27,0.0,9.094360562826304e-27,1.0099999999999999e-06,0.111486,2600.0,0.111486,0.25,2.0
75,6657,313,272,1.441207192492056e-26,0.0,1.441207192492056e-26,1.0099999999999999e-06,0.205436,2600.0,0.205436,0.25,2.0
76,14464,314,315,-2.4084147266538464e-27,0.0,-2.4084147266538464e-27,1.0099999999999999e-06,0.705314,2600.0,0.705314,0.25,2.0
77,14529,314,316,3.000384233172261e-27,0.0,3.000384233172261e-27,1.0099999999999999e-06,0.066028,2600.0,0.066028,0.25,2.0
78,14465,315,314,-2.4084147266538464e-27,0.0,-2.4084147266538464e-27,1.0099999999999999e-06,0.705314,2600.0,0.705314,0.25,2.0
79,14502,315,5035,7.119841717057325e-27,0.0,7.119841717057325e-27,1.0099999999999999e-06,0.079704,2600.0,0.079704,0.25,2.0
80,14518,316,970,-3.650304843519483e-27,0.0,-3.650304843519483e-27,1.0099999999999999e-06,0.1232426666666666,8000.0,0.1232426666666666,0.25,2.0
81,14466,317,314,-2.5413377891932978e-27,0.0,-2.5413377891932978e-27,1.0099999999999999e-06,0.060978,2600.0,0.060978,0.25,2.0
82,14467,317,316,5.230914279501666e-27,0.0,5.230914279501666e-27,1.0099999999999999e-06,0.026464,8000.0,0.026464,0.25,2.0
83,18378,318,319,1.0415479527006425e-26,0.0,1.0415479527006425e-26,1.0099999999999999e-06,0.067504,2600.0,0.067504,0.25,2.0
84,18411,318,320,6.325740660381054e-10,6.325737046701395e-10,3.6136796591395547e-16,1.0099999999999999e-06,0.026448,13200.0,0.026448,0.25,2.0
85,18430,319,1954,1.1763805360089954e-09,1.1763799560846827e-09,5.799243126625304e-16,1.0099999999999999e-06,0.013308,13200.0,0.013308,0.25,2.0
86,18428,319,1955,-2.5584955138777387e-27,0.0,-2.5584955138777387e-27,1.0099999999999999e-06,0.160414,2600.0,0.160414,0.25,2.0
87,18362,320,892,6.325740660380975e-10,6.325737046701395e-10,3.6136795805573966e-16,1.0099999999999999e-06,0.211517,13200.0,0.211517,0.25,2.0
88,14892,321,322,5.6434626961142255e-27,0.0,5.6434626961142255e-27,1.0099999999999999e-06,0.2288386666666667,8000.0,0.2288386666666667,0.25,2.0
89,15426,322,4130,1.459765145287308e-26,0.0,1.459765145287308e-26,1.0099999999999999e-06,0.118612,8000.0,0.118612,0.25,2.0
90,7855,329,330,-1.7769315720295886e-27,0.0,-1.7769315720295886e-27,1.0099999999999999e-06,0.154792,2600.0,0.154792,0.25,2.0
91,7843,329,334,1.349859337966076e-26,0.0,1.349859337966076e-26,1.0099999999999999e-06,0.191722,2600.0,0.191722,0.25,2.0
92,7856,330,329,-1.7769315720295886e-27,0.0,-1.7769315720295886e-27,1.0099999999999999e-06,0.154792,2600.0,0.154792,0.25,2.0
93,7826,330,1158,8.822795196200113e-27,0.0,8.822795196200113e-27,1.0099999999999999e-06,0.315842,2600.0,0.315842,0.25,2.0
94,7844,334,329,1.349859337966076e-26,0.0,1.349859337966076e-26,1.0099999999999999e-06,0.191722,2600.0,0.191722,0.25,2.0
95,7850,334,1929,1.8362485891230694e-27,0.0,1.8362485891230694e-27,1.0099999999999999e-06,0.16653,2600.0,0.16653,0.25,2.0
96,14893,337,338,-2.1863538356647562e-27,0.0,-2.1863538356647562e-27,1.0099999999999999e-06,0.2687906666666666,8000.0,0.2687906666666666,0.25,2.0
97,15423,338,2854,1.2676770916679979e-27,0.0,1.2676770916679979e-27,1.0099999999999999e-06,0.2513853333333333,8000.0,0.2513853333333333,0.25,2.0
98,15424,338,3646,7.462400333301744e-28,0.0,7.462400333301744e-28,1.0099999999999999e-06,0.193408,2600.0,0.193408,0.25,2.0
99,15162,339,340,-5.073409916539121e-27,0.0,-5.073409916539121e-27,1.0099999999999999e-06,0.2287173333333333,8000.0,0.2287173333333333,0.25,2.0
100,15039,340,1088,4.280928534385433e-27,0.0,4.280928534385433e-27,1.0099999999999999e-06,0.175724,8000.0,0.175724,0.25,2.0
101,15163,341,342,-3.7124682388115096e-29,0.0,-3.7124682388115096e-29,1.0099999999999999e-06,0.227956,8000.0,0.227956,0.25,2.0
102,15031,342,3482,3.475107119715632e-27,0.0,3.475107119715632e-27,1.0099999999999999e-06,0.1769613333333333,8000.0,0.1769613333333333,0.25,2.0
103,11552,389,390,1.5277426501111888e-26,0.0,1.5277426501111888e-26,1.0099999999999999e-06,0.079958,2600.0,0.079958,0.25,2.0
104,11554,390,233,1.4742012998528397e-26,0.0,1.4742012998528397e-26,1.0099999999999999e-06,0.091716,2600.0,0.091716,0.25,2.0
105,8029,394,395,4.052356087106721e-27,0.0,4.052356087106721e-27,1.0099999999999999e-06,0.134976,2600.0,0.134976,0.25,2.0
106,8037,394,403,1.2874358968585788e-26,0.0,1.2874358968585788e-26,1.0099999999999999e-06,0.071012,2600.0,0.071012,0.25,2.0
107,8030,395,394,4.052356087106721e-27,0.0,4.052356087106721e-27,1.0099999999999999e-06,0.134976,2600.0,0.134976,0.25,2.0
108,8041,395,5513,4.843123759709981e-28,0.0,4.843123759709981e-28,1.0099999999999999e-06,0.067958,2600.0,0.067958,0.25,2.0
109,8038,403,394,1.2874358968585788e-26,0.0,1.2874358968585788e-26,1.0099999999999999e-06,0.071012,2600.0,0.071012,0.25,2.0
110,15237,406,407,-1.1028757653380693e-27,0.0,-1.1028757653380693e-27,1.0099999999999999e-06,0.075592,2600.0,0.075592,0.25,2.0
111,15230,407,1862,1.1176927515781404e-26,0.0,1.1176927515781404e-26,1.0099999999999999e-06,0.59417,2600.0,0.59417,0.25,2.0
112,15236,407,5036,7.085526267688443e-27,0.0,7.085526267688443e-27,1.0099999999999999e-06,0.120002,2600.0,0.120002,0.25,2.0
113,15238,410,407,6.19687445794259e-27,0.0,6.19687445794259e-27,1.0099999999999999e-06,0.14812,2600.0,0.14812,0.25,2.0
114,7339,411,412,6.150700258156338e-27,0.0,6.150700258156338e-27,1.0099999999999999e-06,0.0784,2600.0,0.0784,0.25,2.0
115,6658,411,413,4.878096239640809e-27,0.0,4.878096239640809e-27,1.0099999999999999e-06,0.07175,2600.0,0.07175,0.25,2.0
116,7340,412,411,6.150700258156338e-27,0.0,6.150700258156338e-27,1.0099999999999999e-06,0.0784,2600.0,0.0784,0.25,2.0
117,7336,412,3680,9.275798571030348e-27,0.0,9.275798571030348e-27,1.0099999999999999e-06,0.26769,2600.0,0.26769,0.25,2.0
118,6659,413,411,4.878096239640809e-27,0.0,4.878096239640809e-27,1.0099999999999999e-06,0.07175,2600.0,0.07175,0.25,2.0
119,7031,413,940,-3.971914657812265e-27,0.0,-3.971914657812265e-27,1.0099999999999999e-06,0.154058,2600.0,0.154058,0.25,2.0
120,18230,414,415,10.571522138097237,10.571522138097237,0.0,1.1057152213809722e-06,0.06028024913893496,2600.0,0.06028,0.25,2.0
121,18226,414,416,34.390958096291584,34.39095809629158,7.105427357601002e-15,1.3439095809629157e-06,0.07084709873856455,2600.0,0.070844,0.25,2.0
122,18231,415,414,34.390958096291584,34.39095809629158,7.105427357601002e-15,1.3439095809629157e-06,0.06028263666592331,2600.0,0.06028,0.25,2.0
123,18212,415,417,10.571522138097237,10.571522138097237,0.0,1.1057152213809722e-06,0.05008620700684633,2600.0,0.050086,0.25,2.0
124,18227,416,414,10.571522138097237,10.571522138097237,0.0,1.1057152213809722e-06,0.07084429280024401,2600.0,0.070844,0.25,2.0
125,18229,416,2896,34.390958096291584,34.39095809629158,7.105427357601002e-15,1.3439095809629157e-06,0.04675604503448206,2600.0,0.046754,0.25,2.0
126,18213,417,415,34.390958096291584,34.39095809629158,7.105427357601002e-15,1.3439095809629157e-06,0.050088190777197,2600.0,0.050086,0.25,2.0
127,18232,417,524,10.571522138097237,10.571522138097237,0.0,1.1057152213809722e-06,0.03995616513927149,2600.0,0.039956,0.25,2.0
128,7232,435,436,-3.9417889480099615e-27,0.0,-3.9417889480099615e-27,1.0099999999999999e-06,0.296612,2600.0,0.296612,0.25,2.0
129,7349,435,437,-5.624823689288462e-27,0.0,-5.624823689288462e-27,1.0099999999999999e-06,0.15551,2600.0,0.15551,0.25,2.0
130,7233,436,435,-3.9417889480099615e-27,0.0,-3.9417889480099615e-27,1.0099999999999999e-06,0.296612,2600.0,0.296612,0.25,2.0
131,7315,436,3385,-1.8769196917687927e-27,0.0,-1.8769196917687927e-27,1.0099999999999999e-06,0.092834,2600.0,0.092834,0.25,2.0
132,7350,437,435,-5.624823689288462e-27,0.0,-5.624823689288462e-27,1.0099999999999999e-06,0.15551,2600.0,0.15551,0.25,2.0
133,7352,437,4597,1.228885279851761e-26,0.0,1.228885279851761e-26,1.0099999999999999e-06,0.068578,2600.0,0.068578,0.25,2.0
134,14637,440,441,5.162870794615388e-28,0.0,5.162870794615388e-28,1.0099999999999999e-06,0.1487866666666666,8000.0,0.1487866666666666,0.25,2.0
135,166,441,2109,9.659973831871356e-27,0.0,9.659973831871356e-27,1.0099999999999999e-06,0.271208,8000.0,0.271208,0.25,2.0
136,10991,518,519,-2.377057505673695e-27,0.0,-2.377057505673695e-27,1.0099999999999999e-06,0.191618,2600.0,0.191618,0.25,2.0
137,11232,518,520,3.9756351321779775e-28,0.0,3.9756351321779775e-28,1.0099999999999999e-06,0.183166,2600.0,0.183166,0.25,2.0
138,10992,519,518,-2.377057505673695e-27,0.0,-2.377057505673695e-27,1.0099999999999999e-06,0.191618,2600.0,0.191618,0.25,2.0
139,11340,519,1799,-1.548779392009803e-27,0.0,-1.548779392009803e-27,1.0099999999999999e-06,0.28929,2600.0,0.28929,0.25,2.0
140,11233,520,518,3.9756351321779775e-28,0.0,3.9756351321779775e-28,1.0099999999999999e-06,0.183166,2600.0,0.183166,0.25,2.0
141,11218,520,2837,3.6076099149535775e-27,0.0,3.6076099149535775e-27,1.0099999999999999e-06,0.163498,2600.0,0.163498,0.25,2.0
142,18233,524,417,34.390958096291584,34.39095809629158,7.105427357601002e-15,1.3439095809629157e-06,0.03995774768785056,2600.0,0.039956,0.25,2.0
143,18234,524,5002,1.7252846408886424e-10,1.7252670380316395e-10,1.7602857002815216e-15,1.0099999999999999e-06,0.054932,2600.0,0.054932,0.25,2.0
144,18214,524,5003,1.6711540595447352e-10,1.6711384950801165e-10,1.5564464618627792e-15,1.0099999999999999e-06,0.225806,2600.0,0.225806,0.25,2.0
145,17202,525,526,-2.5573380593378584e-27,0.0,-2.5573380593378584e-27,1.0099999999999999e-06,0.068988,2600.0,0.068988,0.25,2.0
146,17192,525,527,2.9992267786323805e-27,0.0,2.9992267786323805e-27,1.0099999999999999e-06,0.188704,2600.0,0.188704,0.25,2.0
147,17203,526,525,-2.5573380593378584e-27,0.0,-2.5573380593378584e-27,1.0099999999999999e-06,0.068988,2600.0,0.068988,0.25,2.0
148,17200,526,1051,5.829659706577139e-27,0.0,5.829659706577139e-27,1.0099999999999999e-06,0.07874,2600.0,0.07874,0.25,2.0
149,17193,527,525,2.9992267786323805e-27,0.0,2.9992267786323805e-27,1.0099999999999999e-06,0.188704,2600.0,0.188704,0.25,2.0
150,17206,527,1642,5.540568880683104e-10,5.540562290857487e-10,6.589825616876581e-16,1.0099999999999999e-06,0.0232,2600.0,0.0232,0.25,2.0
151,17194,527,1643,3.3930247609635944,3.3930247609635953,-8.881784197001252e-16,1.033930247609636e-06,0.02467333444292173,8000.0,0.0246733333333333,0.25,2.0
152,17204,527,1644,22.141269620329382,22.141269620329386,-3.552713678800501e-15,1.2214126962032938e-06,0.21301507458627547,8000.0,0.2130146666666666,0.25,2.0
153,17808,531,532,27.129614410170845,27.12961441017085,-3.552713678800501e-15,1.2712961441017083e-06,0.1762031732603308,8000.0,0.1762026666666666,0.25,2.0
154,17904,532,3618,44.28081620390332,44.28081620390333,-7.105427357601002e-15,1.4428081620390331e-06,0.19296399166281128,2600.0,0.19295,0.25,2.0
155,17949,532,3619,1.4749700938513196e-26,0.0,1.4749700938513196e-26,1.0099999999999999e-06,0.1017866666666666,8000.0,0.1017866666666666,0.25,2.0
156,14337,533,290,8.491863814581084e-28,0.0,8.491863814581084e-28,1.0099999999999999e-06,0.4147146666666666,8000.0,0.4147146666666666,0.25,2.0
157,15121,533,534,1.421110615549093e-26,0.0,1.421110615549093e-26,1.0099999999999999e-06,0.2057453333333333,8000.0,0.2057453333333333,0.25,2.0
158,14351,534,290,-2.8669401278224837e-27,0.0,-2.8669401278224837e-27,1.0099999999999999e-06,0.2136946666666666,8000.0,0.2136946666666666,0.25,2.0
159,15129,534,4093,1.5686476717306225e-26,0.0,1.5686476717306225e-26,1.0099999999999999e-06,0.0573853333333333,8000.0,0.0573853333333333,0.25,2.0
160,15127,534,4094,-6.59036360044917e-27,0.0,-6.59036360044917e-27,1.0099999999999999e-06,0.12528,8000.0,0.12528,0.25,2.0
161,11550,536,537,7.116883488668595e-27,0.0,7.116883488668595e-27,1.0099999999999999e-06,0.043806,2600.0,0.043806,0.25,2.0
162,11371,536,542,-4.83988548369556e-28,0.0,-4.83988548369556e-28,1.0099999999999999e-06,0.316654,2600.0,0.316654,0.25,2.0
163,11553,537,389,-5.460543405790149e-27,0.0,-5.460543405790149e-27,1.0099999999999999e-06,0.065076,2600.0,0.065076,0.25,2.0
164,11551,537,536,7.116883488668595e-27,0.0,7.116883488668595e-27,1.0099999999999999e-06,0.043806,2600.0,0.043806,0.25,2.0
165,18063,538,539,23.41303522379534,23.413035223795344,-3.552713678800501e-15,1.2341303522379533e-06,0.041209421574463195,8000.0,0.0412093333333333,0.25,2.0
166,18080,539,1944,-2.3945872778202547e-27,0.0,-2.3945872778202547e-27,1.0099999999999999e-06,0.10123,2600.0,0.10123,0.25,2.0
167,18081,539,1945,23.41303522379534,23.413035223795344,-3.552713678800501e-15,1.2341303522379533e-06,0.11981892323316924,8000.0,0.1198186666666666,0.25,2.0
168,18048,540,541,1.2810643264125954e-10,1.2810633641357825e-10,9.622768128637813e-17,1.0099999999999999e-06,0.11423,2600.0,0.11423,0.25,2.0
169,18050,541,2034,5.167598165740381e-10,5.167599781561926e-10,-1.6158215444705205e-16,1.0099999999999999e-06,0.03099,2600.0,0.03099,0.25,2.0
170,11372,542,536,-4.83988548369556e-28,0.0,-4.83988548369556e-28,1.0099999999999999e-06,0.316654,2600.0,0.316654,0.25,2.0
171,6978,589,590,1.3256193483548456e-26,0.0,1.3256193483548456e-26,1.0099999999999999e-06,0.098808,2600.0,0.098808,0.25,2.0
172,445,589,592,-5.062773227749853e-28,0.0,-5.062773227749853e-28,1.0099999999999999e-06,0.531794,2600.0,0.531794,0.25,2.0
173,6979,590,589,1.3256193483548456e-26,0.0,1.3256193483548456e-26,1.0099999999999999e-06,0.098808,2600.0,0.098808,0.25,2.0
174,6981,590,4264,1.2342863933700735e-26,0.0,1.2342863933700735e-26,1.0099999999999999e-06,0.1209919999999999,2600.0,0.1209919999999999,0.25,2.0
175,446,592,589,-5.062773227749853e-28,0.0,-5.062773227749853e-28,1.0099999999999999e-06,0.531794,2600.0,0.531794,0.25,2.0
176,4627,627,192,1.3422442465484282e-26,0.0,1.3422442465484282e-26,1.0099999999999999e-06,0.075522,2600.0,0.075522,0.25,2.0
177,4629,627,1364,-4.400091297107266e-27,0.0,-4.400091297107266e-27,1.0099999999999999e-06,0.085468,2600.0,0.085468,0.25,2.0
178,7045,631,632,1.5657460242204414e-26,0.0,1.5657460242204414e-26,1.0099999999999999e-06,0.19918,8000.0,0.19918,0.25,2.0
179,7090,632,1388,3.1202910907544623e-27,0.0,3.1202910907544623e-27,1.0099999999999999e-06,0.0636733333333333,8000.0,0.0636733333333333,0.25,2.0
180,7091,632,1389,8.99141421469837e-27,0.0,8.99141421469837e-27,1.0099999999999999e-06,0.0472039999999999,8000.0,0.0472039999999999,0.25,2.0
181,7883,639,640,-2.2182992484924956e-27,0.0,-2.2182992484924956e-27,1.0099999999999999e-06,0.094212,2600.0,0.094212,0.25,2.0
182,7877,639,641,-4.983059506066931e-27,0.0,-4.983059506066931e-27,1.0099999999999999e-06,0.150182,2600.0,0.150182,0.25,2.0
183,7884,640,639,-2.2182992484924956e-27,0.0,-2.2182992484924956e-27,1.0099999999999999e-06,0.094212,2600.0,0.094212,0.25,2.0
184,7885,640,5512,-1.1182327161736601e-27,0.0,-1.1182327161736601e-27,1.0099999999999999e-06,0.081278,2600.0,0.081278,0.25,2.0
185,7878,641,639,-4.983059506066931e-27,0.0,-4.983059506066931e-27,1.0099999999999999e-06,0.150182,2600.0,0.150182,0.25,2.0
186,10231,647,648,4.9696041046528794e-27,0.0,4.9696041046528794e-27,1.0099999999999999e-06,0.213514,2600.0,0.213514,0.25,2.0
