child_zone_id,parent_zone_id,relationship,allocation_weight,network_id,network_version,method
h3r9:892a3066c5bffff,h3r7:872a3066cffffff,h3_logical_parent,1.0,mcl_boston_central,gmns_plus_21_boston_116447ab_analysis_v1,h3.cell_to_parent
h3r9:892a3066e53ffff,h3r7:872a3066effffff,h3_logical_parent,1.0,mcl_boston_central,gmns_plus_21_boston_116447ab_analysis_v1,h3.cell_to_parent
h3r9:892a3066e5bffff,h3r7:872a3066effffff,h3_logical_parent,1.0,mcl_boston_central,gmns_plus_21_boston_116447ab_analysis_v1,h3.cell_to_parent
h3r9:892a3066e83ffff,h3r7:872a3066effffff,h3_logical_parent,1.0,mcl_boston_central,gmns_plus_21_boston_116447ab_analysis_v1,h3.cell_to_parent
h3r9:892a3066e8bffff,h3r7:872a3066effffff,h3_logical_parent,1.0,mcl_boston_central,gmns_plus_21_boston_116447ab_analysis_v1,h3.cell_to_parent
h3r9:892a3066e93ffff,h3r7:872a3066effffff,h3_logical_parent,1.0,mcl_boston_central,gmns_plus_21_boston_116447ab_analysis_v1,h3.cell_to_parent
h3r9:892a3066e97ffff,h3r7:872a3066effffff,h3_logical_parent,1.0,mcl_boston_central,gmns_plus_21_boston_116447ab_analysis_v1,h3.cell_to_parent
h3r9:892a3066e9bffff,h3r7:872a3066effffff,h3_logical_parent,1.0,mcl_boston_central,gmns_plus_21_boston_116447ab_analysis_v1,h3.cell_to_parent
h3r9:892a3066ec3ffff,h3r7:872a3066effffff,h3_logical_parent,1.0,mcl_boston_central,gmns_plus_21_boston_116447ab_analysis_v1,h3.cell_to_parent
h3r9:892a3066ec7ffff,h3r7:872a3066effffff,h3_logical_parent,1.0,mcl_boston_central,gmns_plus_21_boston_116447ab_analysis_v1,h3.cell_to_parent
h3r9:892a3066ecbffff,h3r7:872a3066effffff,h3_logical_parent,1.0,mcl_boston_central,gmns_plus_21_boston_116447ab_analysis_v1,h3.cell_to_parent
h3r9:892a3066ecfffff,h3r7:872a3066effffff,h3_logical_parent,1.0,mcl_boston_central,gmns_plus_21_boston_116447ab_analysis_v1,h3.cell_to_parent
h3r9:892a3066ed3ffff,h3r7:872a3066effffff,h3_logical_parent,1.0,mcl_boston_central,gmns_plus_21_boston_116447ab_analysis_v1,h3.cell_to_parent
h3r9:892a3066ed7ffff,h3r7:872a3066effffff,h3_logical_parent,1.0,mcl_boston_central,gmns_plus_21_boston_116447ab_analysis_v1,h3.cell_to_parent
h3r9:892a3066edbffff,h3r7:872a3066effffff,h3_logical_parent,1.0,mcl_boston_central,gmns_plus_21_boston_116447ab_analysis_v1,h3.cell_to_parent
