zone_id,name,boundary,super_zone,mcl_original_h3_id,mcl_h3_resolution,mcl_clipped_geometry_wkt,mcl_boundary_status
11,h3r9:892a30644afffff,"POLYGON ((-71.10234610775741 42.346633585257514, -71.10457371160899 42.345735291436334, -71.1046141519675 42.34394305183374, -71.10242715954901 42.343049113162266, -71.10019965034111 42.34394734059344, -71.10015903890874 42.34573957308315, -71.10234610775741 42.346633585257514))",1001,h3r9:892a30644afffff,9,"POLYGON ((-71.10015903890874 42.34573957308315, -71.10019965034111 42.34394734059344, -71.10242715954901 42.343049113162266, -71.1046141519675 42.34394305183374, -71.10457371160899 42.345735291436334, -71.10234610775741 42.346633585257514, -71.10015903890874 42.34573957308315))",full_h3_cell; clipped_core_geometry_companion
12,h3r9:892a30644b3ffff,"POLYGON ((-71.09780924843955 42.35201474146069, -71.10003718571015 42.351116491372125, -71.10007780659362 42.34932414847487, -71.09789066131832 42.34843006279169, -71.09566281873576 42.349328246493975, -71.0956220267412 42.35112058226279, -71.09780924843955 42.35201474146069))",1001,h3r9:892a30644b3ffff,9,"POLYGON ((-71.0956220267412 42.35112058226279, -71.09566281873576 42.349328246493975, -71.09789066131832 42.34843006279169, -71.10007780659362 42.34932414847487, -71.10003718571015 42.351116491372125, -71.09780924843955 42.35201474146069, -71.0956220267412 42.35112058226279))",full_h3_cell; clipped_core_geometry_companion
13,h3r9:892a30644b7ffff,"POLYGON ((-71.09566281873576 42.349328246493975, -71.09789066131832 42.34843006279169, -71.09793136302176 42.34663777865762, -71.09574439323328 42.345743685357675, -71.09351664533827 42.34664180268, -71.09347577254493 42.34843407967931, -71.09566281873576 42.349328246493975))",1001,h3r9:892a30644b7ffff,9,"POLYGON ((-71.09347577254493 42.34843407967931, -71.09351664533827 42.34664180268, -71.09574439323328 42.345743685357675, -71.09793136302176 42.34663777865762, -71.09789066131832 42.34843006279169, -71.09566281873576 42.349328246493975, -71.09347577254493 42.34843407967931))",full_h3_cell; clipped_core_geometry_companion
14,h3r9:892a30644bbffff,"POLYGON ((-71.10222450649242 42.352010569424074, -71.1044523717116 42.35111223106698, -71.10449282148141 42.349319881055344, -71.10230557714645 42.34842587651225, -71.10007780659362 42.34932414847487, -71.10003718571015 42.351116491372125, -71.10222450649242 42.352010569424074))",1001,h3r9:892a30644bbffff,9,"POLYGON ((-71.10003718571015 42.351116491372125, -71.10007780659362 42.34932414847487, -71.10230557714645 42.34842587651225, -71.10449282148141 42.349319881055344, -71.1044523717116 42.35111223106698, -71.10222450649242 42.352010569424074, -71.10003718571015 42.351116491372125))",full_h3_cell; clipped_core_geometry_companion
15,h3r9:892a3064553ffff,"POLYGON ((-71.1047354542261 42.33856655388202, -71.10696263012528 42.33766828278406, -71.10700297086483 42.335876205285054, -71.10481630672149 42.33498240598472, -71.10258922542123 42.33588061069528, -71.10254871366614 42.33767268109065, -71.1047354542261 42.33856655388202))",1002,h3r9:892a3064553ffff,9,"POLYGON ((-71.1047354542261 42.33856655388202, -71.10254871366614 42.33767268109065, -71.10258922542123 42.33588061069528, -71.10477268269906 42.335, -71.10485935016798 42.335, -71.105 42.33505749064018, -71.105 42.33845985650672, -71.1047354542261 42.33856655388202))",full_h3_cell; clipped_core_geometry_companion
16,h3r9:892a3064583ffff,"POLYGON ((-71.08707966258476 42.338582778379916, -71.08930712641998 42.337684860159555, -71.08934815120625 42.33589281115942, -71.08716188316326 42.33499868753663, -71.08493451401367 42.33589653940232, -71.08489331822219 42.33768858124258, -71.08707966258476 42.338582778379916))",1002,h3r9:892a3064583ffff,9,"POLYGON ((-71.08934815120625 42.33589281115942, -71.08930712641998 42.337684860159555, -71.08707966258476 42.338582778379916, -71.08489331822219 42.33768858124258, -71.08493451401367 42.33589653940232, -71.08715862723595 42.335, -71.08716509233551 42.335, -71.08934815120625 42.33589281115942))",full_h3_cell; clipped_core_geometry_companion
17,h3r9:892a306458bffff,"POLYGON ((-71.09149356986909 42.33857897622328, -71.09372096176132 42.337680969775285, -71.09376181553979 42.335888913629354, -71.09157544843455 42.3349948710743, -71.08934815120625 42.33589281115942, -71.08930712641998 42.337684860159555, -71.09149356986909 42.33857897622328))",1002,h3r9:892a306458bffff,9,"POLYGON ((-71.09376181553979 42.335888913629354, -71.09372096176132 42.337680969775285, -71.09149356986909 42.33857897622328, -71.08930712641998 42.337684860159555, -71.08934815120625 42.33589281115942, -71.09156272638084 42.335, -71.09158799114225 42.335, -71.09376181553979 42.335888913629354))",full_h3_cell; clipped_core_geometry_companion
18,h3r9:892a3064593ffff,"POLYGON ((-71.08481091705467 42.341272775362214, -71.08703854751327 42.34037487902211, -71.08707966258476 42.338582778379916, -71.08489331822219 42.33768858124258, -71.08266578247134 42.338586411229876, -71.08262449637608 42.34037850470442, -71.08481091705467 42.341272775362214))",1002,h3r9:892a3064593ffff,9,"POLYGON ((-71.08262449637608 42.34037850470442, -71.08266578247134 42.338586411229876, -71.08489331822219 42.33768858124258, -71.08707966258476 42.338582778379916, -71.08703854751327 42.34037487902211, -71.08481091705467 42.341272775362214, -71.08262449637608 42.34037850470442))",full_h3_cell; clipped_core_geometry_companion
19,h3r9:892a3064597ffff,"POLYGON ((-71.08266578247134 42.338586411229876, -71.08489331822219 42.33768858124258, -71.08493451401367 42.33589653940232, -71.08274834505771 42.33500233472037, -71.08052090401418 42.335900098361186, -71.08047953722007 42.33769213302751, -71.08266578247134 42.338586411229876))",1002,h3r9:892a3064597ffff,9,"POLYGON ((-71.08047953722007 42.33769213302751, -71.08052090401418 42.335900098361186, -71.08274834505771 42.33500233472037, -71.08493451401367 42.33589653940232, -71.08489331822219 42.33768858124258, -71.08266578247134 42.338586411229876, -71.08047953722007 42.33769213302751))",full_h3_cell; clipped_core_geometry_companion
20,h3r9:892a306459bffff,"POLYGON ((-71.08922506730265 42.341269068600425, -71.09145262582398 42.34037108401905, -71.09149356986909 42.33857897622328, -71.08930712641998 42.337684860159555, -71.08707966258476 42.338582778379916, -71.08703854751327 42.34037487902211, -71.08922506730265 42.341269068600425))",1002,h3r9:892a306459bffff,9,"POLYGON ((-71.08703854751327 42.34037487902211, -71.08707966258476 42.338582778379916, -71.08930712641998 42.337684860159555, -71.09149356986909 42.33857897622328, -71.09145262582398 42.34037108401905, -71.08922506730265 42.341269068600425, -71.08703854751327 42.34037487902211))",full_h3_cell; clipped_core_geometry_companion
21,h3r9:892a30645c3ffff,"POLYGON ((-71.09805344919265 42.34126114708569, -71.10028086375732 42.340362986038215, -71.1003214657419 42.338570863977424, -71.0981348241941 42.33767691008669, -71.09590750427216 42.33857500475681, -71.09586673125604 42.340367119692125, -71.09805344919265 42.34126114708569))",1002,h3r9:892a30645c3ffff,9,"POLYGON ((-71.09586673125604 42.340367119692125, -71.09590750427216 42.33857500475681, -71.0981348241941 42.33767691008669, -71.1003214657419 42.338570863977424, -71.10028086375732 42.340362986038215, -71.09805344919265 42.34126114708569, -71.09586673125604 42.340367119692125))",full_h3_cell; clipped_core_geometry_companion
22,h3r9:892a30645c7ffff,"POLYGON ((-71.09590750427216 42.33857500475681, -71.0981348241941 42.33767691008669, -71.09817550696216 42.335884846809, -71.09598904081943 42.334990885330285, -71.09376181553979 42.335888913629354, -71.09372096176132 42.337680969775285, -71.09590750427216 42.33857500475681))",1002,h3r9:892a30645c7ffff,9,"POLYGON ((-71.09817550696216 42.335884846809, -71.0981348241941 42.33767691008669, -71.09590750427216 42.33857500475681, -71.09372096176132 42.337680969775285, -71.09376181553979 42.335888913629354, -71.09596643527033 42.335, -71.09601133363317 42.335, -71.09817550696216 42.335884846809))",full_h3_cell; clipped_core_geometry_companion
23,h3r9:892a30645cbffff,"POLYGON ((-71.10246768073038 42.34125693232653, -71.10469502327568 42.340358683054205, -71.1047354542261 42.33856655388202, -71.10254871366614 42.33767268109065, -71.1003214657419 42.338570863977424, -71.10028086375732 42.340362986038215, -71.10246768073038 42.34125693232653))",1002,h3r9:892a30645cbffff,9,"POLYGON ((-71.10028086375732 42.340362986038215, -71.1003214657419 42.338570863977424, -71.10254871366614 42.33767268109065, -71.1047354542261 42.33856655388202, -71.10469502327568 42.340358683054205, -71.10246768073038 42.34125693232653, -71.10028086375732 42.340362986038215))",full_h3_cell; clipped_core_geometry_companion
24,h3r9:892a30645cfffff,"POLYGON ((-71.1003214657419 42.338570863977424, -71.10254871366614 42.33767268109065, -71.10258922542123 42.33588061069528, -71.1004026602658 42.33498673030146, -71.09817550696216 42.335884846809, -71.0981348241941 42.33767691008669, -71.1003214657419 42.338570863977424))",1002,h3r9:892a30645cfffff,9,"POLYGON ((-71.10258922542123 42.33588061069528, -71.10254871366614 42.33767268109065, -71.1003214657419 42.338570863977424, -71.0981348241941 42.33767691008669, -71.09817550696216 42.335884846809, -71.10036975400843 42.335, -71.1004351199334 42.335, -71.10258922542123 42.33588061069528))",full_h3_cell; clipped_core_geometry_companion
25,h3r9:892a30645d3ffff,"POLYGON ((-71.09578517573696 42.34395145999492, -71.09801275695857 42.34305332080225, -71.09805344919265 42.34126114708569, -71.09586673125604 42.340367119692125, -71.09363924469936 42.3412651925093, -71.09359838141512 42.343057359092604, -71.09578517573696 42.34395145999492))",1002,h3r9:892a30645d3ffff,9,"POLYGON ((-71.09359838141512 42.343057359092604, -71.09363924469936 42.3412651925093, -71.09586673125604 42.340367119692125, -71.09805344919265 42.34126114708569, -71.09801275695857 42.34305332080225, -71.09578517573696 42.34395145999492, -71.09359838141512 42.343057359092604))",full_h3_cell; clipped_core_geometry_companion
26,h3r9:892a30645d7ffff,"POLYGON ((-71.09363924469936 42.3412651925093, -71.09586673125604 42.340367119692125, -71.09590750427216 42.33857500475681, -71.09372096176132 42.337680969775285, -71.09149356986909 42.33857897622328, -71.09145262582398 42.34037108401905, -71.09363924469936 42.3412651925093))",1002,h3r9:892a30645d7ffff,9,"POLYGON ((-71.09145262582398 42.34037108401905, -71.09149356986909 42.33857897622328, -71.09372096176132 42.337680969775285, -71.09590750427216 42.33857500475681, -71.09586673125604 42.340367119692125, -71.09363924469936 42.3412651925093, -71.09145262582398 42.34037108401905))",full_h3_cell; clipped_core_geometry_companion
27,h3r9:892a30645dbffff,"POLYGON ((-71.10019965034111 42.34394734059344, -71.10242715954901 42.343049113162266, -71.10246768073038 42.34125693232653, -71.10028086375732 42.340362986038215, -71.09805344919265 42.34126114708569, -71.09801275695857 42.34305332080225, -71.10019965034111 42.34394734059344))",1002,h3r9:892a30645dbffff,9,"POLYGON ((-71.09801275695857 42.34305332080225, -71.09805344919265 42.34126114708569, -71.10028086375732 42.340362986038215, -71.10246768073038 42.34125693232653, -71.10242715954901 42.343049113162266, -71.10019965034111 42.34394734059344, -71.09801275695857 42.34305332080225))",full_h3_cell; clipped_core_geometry_companion
28,h3r9:892a3066003ffff,"POLYGON ((-71.06425457350281 42.37086204325113, -71.06648396603151 42.36996430022755, -71.06652590433436 42.3681716249182, -71.06433862134008 42.36727669986875, -71.06210932374158 42.368174376551956, -71.0620672142079 42.36996704462206, -71.06425457350281 42.37086204325113))",1003,h3r9:892a3066003ffff,9,"POLYGON ((-71.0620672142079 42.36996704462206, -71.06210932374158 42.368174376551956, -71.06433862134008 42.36727669986875, -71.06652590433436 42.3681716249182, -71.06648396603151 42.36996430022755, -71.06639531170184 42.37, -71.06214775651256 42.37, -71.0620672142079 42.36996704462206))",full_h3_cell; clipped_core_geometry_companion
29,h3r9:892a3066007ffff,"POLYGON ((-71.06210932374158 42.368174376551956, -71.06433862134008 42.36727669986875, -71.06438064036765 42.365484083334884, -71.06219353300708 42.36458915072682, -71.05996433033826 42.36548676107597, -71.05992214010107 42.36727937036432, -71.06210932374158 42.368174376551956))",1003,h3r9:892a3066007ffff,9,"POLYGON ((-71.05992214010107 42.36727937036432, -71.05996433033826 42.36548676107597, -71.06219353300708 42.36458915072682, -71.06438064036765 42.365484083334884, -71.06433862134008 42.36727669986875, -71.06210932374158 42.368174376551956, -71.05992214010107 42.36727937036432))",full_h3_cell; clipped_core_geometry_companion
30,h3r9:892a306600bffff,"POLYGON ((-71.06867142467972 42.37085921770396, -71.07090074530657 42.36996138629431, -71.07094251237596 42.36816870375976, -71.0687551300527 42.36727385985712, -71.06652590433436 42.3681716249182, -71.06648396603151 42.36996430022755, -71.06867142467972 42.37085921770396))",1003,h3r9:892a306600bffff,9,"POLYGON ((-71.06648396603151 42.36996430022755, -71.06652590433436 42.3681716249182, -71.0687551300527 42.36727385985712, -71.07094251237596 42.36816870375976, -71.07090074530657 42.36996138629431, -71.07080486725013 42.37, -71.06657122745844 42.37, -71.06648396603151 42.36996430022755))",full_h3_cell; clipped_core_geometry_companion
31,h3r9:892a306600fffff,"POLYGON ((-71.06652590433436 42.3681716249182, -71.0687551300527 42.36727385985712, -71.06879697786806 42.36548123609179, -71.06660977117802 42.36458638461607, -71.06438064036765 42.365484083334884, -71.06433862134008 42.36727669986875, -71.06652590433436 42.3681716249182))",1003,h3r9:892a306600fffff,9,"POLYGON ((-71.06433862134008 42.36727669986875, -71.06438064036765 42.365484083334884, -71.06660977117802 42.36458638461607, -71.06879697786806 42.36548123609179, -71.0687551300527 42.36727385985712, -71.06652590433436 42.3681716249182, -71.06433862134008 42.36727669986875))",full_h3_cell; clipped_core_geometry_companion
32,h3r9:892a3066017ffff,"POLYGON ((-71.05983774980479 42.37086469925409, -71.0620672142079 42.36996704462206, -71.06210932374158 42.368174376551956, -71.05992214010107 42.36727937036432, -71.05769277064984 42.36817695866419, -71.05765048988799 42.36996961948095, -71.05983774980479 42.37086469925409))",1003,h3r9:892a3066017ffff,9,"POLYGON ((-71.05765048988799 42.36996961948095, -71.05769277064984 42.36817695866419, -71.05992214010107 42.36727937036432, -71.06210932374158 42.368174376551956, -71.0620672142079 42.36996704462206, -71.06198536441914 42.37, -71.05772472918326 42.37, -71.05765048988799 42.36996961948095))",full_h3_cell; clipped_core_geometry_companion
33,h3r9:892a3066023ffff,"POLYGON ((-71.06223563273967 42.36279659297654, -71.06446466864259 42.36189896059367, -71.06450667789069 42.360106454391094, -71.06231982240645 42.35921158781249, -71.06009088141049 42.360109153865764, -71.06004870099257 42.36190165282432, -71.06223563273967 42.36279659297654))",1003,h3r9:892a3066023ffff,9,"POLYGON ((-71.06004870099257 42.36190165282432, -71.06009088141049 42.360109153865764, -71.06231982240645 42.35921158781249, -71.06450667789069 42.360106454391094, -71.06446466864259 42.36189896059367, -71.06223563273967 42.36279659297654, -71.06004870099257 42.36190165282432))",full_h3_cell; clipped_core_geometry_companion
34,h3r9:892a3066027ffff,"POLYGON ((-71.06009088141049 42.360109153865764, -71.06231982240645 42.35921158781249, -71.06236191234139 42.35741914040347, -71.06017523242971 42.35652426629508, -71.05794638634018 42.35742176602507, -71.05790412525664 42.3592142061838, -71.06009088141049 42.360109153865764))",1003,h3r9:892a3066027ffff,9,"POLYGON ((-71.05790412525664 42.3592142061838, -71.05794638634018 42.35742176602507, -71.06017523242971 42.35652426629508, -71.06236191234139 42.35741914040347, -71.06231982240645 42.35921158781249, -71.06009088141049 42.360109153865764, -71.05790412525664 42.3592142061838))",full_h3_cell; clipped_core_geometry_companion
35,h3r9:892a306602bffff,"POLYGON ((-71.0666516997196 42.362793819628045, -71.06888066375832 42.36189609888916, -71.06892250183401 42.36010358545663, -71.06673554704416 42.35920879999002, -71.06450667789069 42.360106454391094, -71.06446466864259 42.36189896059367, -71.0666516997196 42.362793819628045))",1003,h3r9:892a306602bffff,9,"POLYGON ((-71.06446466864259 42.36189896059367, -71.06450667789069 42.360106454391094, -71.06673554704416 42.35920879999002, -71.06892250183401 42.36010358545663, -71.06888066375832 42.36189609888916, -71.0666516997196 42.362793819628045, -71.06446466864259 42.36189896059367))",full_h3_cell; clipped_core_geometry_companion
36,h3r9:892a306602fffff,"POLYGON ((-71.06450667789069 42.360106454391094, -71.06673554704416 42.35920879999002, -71.06677746582788 42.35741634534477, -71.06459068661012 42.35652155233388, -71.06236191234139 42.35741914040347, -71.06231982240645 42.35921158781249, -71.06450667789069 42.360106454391094))",1003,h3r9:892a306602fffff,9,"POLYGON ((-71.06231982240645 42.35921158781249, -71.06236191234139 42.35741914040347, -71.06459068661012 42.35652155233388, -71.06677746582788 42.35741634534477, -71.06673554704416 42.35920879999002, -71.06450667789069 42.360106454391094, -71.06231982240645 42.35921158781249))",full_h3_cell; clipped_core_geometry_companion
37,h3r9:892a3066033ffff,"POLYGON ((-71.05996433033826 42.36548676107597, -71.06219353300708 42.36458915072682, -71.06223563273967 42.36279659297654, -71.06004870099257 42.36190165282432, -71.0578195932529 42.36279919684575, -71.05777732233193 42.36459174734421, -71.05996433033826 42.36548676107597))",1003,h3r9:892a3066033ffff,9,"POLYGON ((-71.05777732233193 42.36459174734421, -71.0578195932529 42.36279919684575, -71.06004870099257 42.36190165282432, -71.06223563273967 42.36279659297654, -71.06219353300708 42.36458915072682, -71.05996433033826 42.36548676107597, -71.05777732233193 42.36459174734421))",full_h3_cell; clipped_core_geometry_companion
38,h3r9:892a3066037ffff,"POLYGON ((-71.0578195932529 42.36279919684575, -71.06004870099257 42.36190165282432, -71.06009088141049 42.360109153865764, -71.05790412525664 42.3592142061838, -71.05567511244557 42.36011168388382, -71.0556327608605 42.36190417558429, -71.0578195932529 42.36279919684575))",1003,h3r9:892a3066037ffff,9,"POLYGON ((-71.0556327608605 42.36190417558429, -71.05567511244557 42.36011168388382, -71.05790412525664 42.3592142061838, -71.06009088141049 42.360109153865764, -71.06004870099257 42.36190165282432, -71.0578195932529 42.36279919684575, -71.0556327608605 42.36190417558429))",full_h3_cell; clipped_core_geometry_companion
39,h3r9:892a306603bffff,"POLYGON ((-71.06438064036765 42.365484083334884, -71.06660977117802 42.36458638461607, -71.0666516997196 42.362793819628045, -71.06446466864259 42.36189896059367, -71.06223563273967 42.36279659297654, -71.06219353300708 42.36458915072682, -71.06438064036765 42.365484083334884))",1003,h3r9:892a306603bffff,9,"POLYGON ((-71.06219353300708 42.36458915072682, -71.06223563273967 42.36279659297654, -71.06446466864259 42.36189896059367, -71.0666516997196 42.362793819628045, -71.06660977117802 42.36458638461607, -71.06438064036765 42.365484083334884, -71.06219353300708 42.36458915072682))",full_h3_cell; clipped_core_geometry_companion
40,h3r9:892a3066047ffff,"POLYGON ((-71.07308830328327 42.37085622260939, -71.07531755198083 42.36995830281913, -71.07535914781417 42.368165613073465, -71.07317166618675 42.36727085032627, -71.07094251237596 42.36816870375976, -71.07090074530657 42.36996138629431, -71.07308830328327 42.37085622260939))",1003,h3r9:892a3066047ffff,9,"POLYGON ((-71.07090074530657 42.36996138629431, -71.07094251237596 42.36816870375976, -71.07317166618675 42.36727085032627, -71.07535914781417 42.368165613073465, -71.07531755198083 42.36995830281913, -71.07521403116844 42.37, -71.07099514214595 42.37, -71.07090074530657 42.36996138629431))",full_h3_cell; clipped_core_geometry_companion
41,h3r9:892a306604fffff,"POLYGON ((-71.07750520926123 42.3708530579643, -71.07973438600209 42.36995504979887, -71.07977581059671 42.36816235285619, -71.07758822968994 42.36726767127303, -71.07535914781417 42.368165613073465, -71.07531755198083 42.36995830281913, -71.07750520926123 42.3708530579643))",1003,h3r9:892a306604fffff,9,"POLYGON ((-71.07531755198083 42.36995830281913, -71.07535914781417 42.368165613073465, -71.07758822968994 42.36726767127303, -71.07977581059671 42.36816235285619, -71.07973438600209 42.36995504979887, -71.0796228035614 42.37, -71.07541950070032 42.37, -71.07531755198083 42.36995830281913))",full_h3_cell; clipped_core_geometry_companion
42,h3r9:892a3066063ffff,"POLYGON ((-71.07321334278723 42.36547821934354, -71.0754423297984 42.36458034390176, -71.0754839159501 42.36278776448048, -71.07329668628758 42.36189306770763, -71.07106779414049 42.36279087679708, -71.07102603679255 42.364583449008755, -71.07321334278723 42.36547821934354))",1003,h3r9:892a3066063ffff,9,"POLYGON ((-71.07102603679255 42.364583449008755, -71.07106779414049 42.36279087679708, -71.07329668628758 42.36189306770763, -71.0754839159501 42.36278776448048, -71.0754423297984 42.36458034390176, -71.07321334278723 42.36547821934354, -71.07102603679255 42.364583449008755))",full_h3_cell; clipped_core_geometry_companion
43,h3r9:892a3066067ffff,"POLYGON ((-71.07106779414049 42.36279087679708, -71.07329668628758 42.36189306770763, -71.07333835318823 42.36010054705922, -71.07115129911755 42.359205842713216, -71.06892250183401 42.36010358545663, -71.06888066375832 42.36189609888916, -71.07106779414049 42.36279087679708))",1003,h3r9:892a3066067ffff,9,"POLYGON ((-71.06888066375832 42.36189609888916, -71.06892250183401 42.36010358545663, -71.07115129911755 42.359205842713216, -71.07333835318823 42.36010054705922, -71.07329668628758 42.36189306770763, -71.07106779414049 42.36279087679708, -71.06888066375832 42.36189609888916))",full_h3_cell; clipped_core_geometry_companion
44,h3r9:892a306606bffff,"POLYGON ((-71.07762973507295 42.36547503308699, -71.07985865014341 42.364577069291926, -71.07990006509621 42.36278448267512, -71.07771273617817 42.361889867045946, -71.0754839159501 42.36278776448048, -71.0754423297984 42.36458034390176, -71.07762973507295 42.36547503308699))",1003,h3r9:892a306606bffff,9,"POLYGON ((-71.0754423297984 42.36458034390176, -71.0754839159501 42.36278776448048, -71.07771273617817 42.361889867045946, -71.07990006509621 42.36278448267512, -71.07985865014341 42.364577069291926, -71.07762973507295 42.36547503308699, -71.0754423297984 42.36458034390176))",full_h3_cell; clipped_core_geometry_companion
45,h3r9:892a306606fffff,"POLYGON ((-71.0754839159501 42.36278776448048, -71.07771273617817 42.361889867045946, -71.07775423190114 42.36009733919575, -71.07556707857444 42.35920271597892, -71.07333835318823 42.36010054705922, -71.07329668628758 42.36189306770763, -71.0754839159501 42.36278776448048))",1003,h3r9:892a306606fffff,9,"POLYGON ((-71.07329668628758 42.36189306770763, -71.07333835318823 42.36010054705922, -71.07556707857444 42.35920271597892, -71.07775423190114 42.36009733919575, -71.07771273617817 42.361889867045946, -71.0754839159501 42.36278776448048, -71.07329668628758 42.36189306770763))",full_h3_cell; clipped_core_geometry_companion
46,h3r9:892a3066073ffff,"POLYGON ((-71.07094251237596 42.36816870375976, -71.07317166618675 42.36727085032627, -71.07321334278723 42.36547821934354, -71.07102603679255 42.364583449008755, -71.06879697786806 42.36548123609179, -71.0687551300527 42.36727385985712, -71.07094251237596 42.36816870375976))",1003,h3r9:892a3066073ffff,9,"POLYGON ((-71.0687551300527 42.36727385985712, -71.06879697786806 42.36548123609179, -71.07102603679255 42.364583449008755, -71.07321334278723 42.36547821934354, -71.07317166618675 42.36727085032627, -71.07094251237596 42.36816870375976, -71.0687551300527 42.36727385985712))",full_h3_cell; clipped_core_geometry_companion
47,h3r9:892a3066077ffff,"POLYGON ((-71.06879697786806 42.36548123609179, -71.07102603679255 42.364583449008755, -71.07106779414049 42.36279087679708, -71.06888066375832 42.36189609888916, -71.0666516997196 42.362793819628045, -71.06660977117802 42.36458638461607, -71.06879697786806 42.36548123609179))",1003,h3r9:892a3066077ffff,9,"POLYGON ((-71.06660977117802 42.36458638461607, -71.0666516997196 42.362793819628045, -71.06888066375832 42.36189609888916, -71.07106779414049 42.36279087679708, -71.07102603679255 42.364583449008755, -71.06879697786806 42.36548123609179, -71.06660977117802 42.36458638461607))",full_h3_cell; clipped_core_geometry_companion
48,h3r9:892a306607bffff,"POLYGON ((-71.07535914781417 42.368165613073465, -71.07758822968994 42.36726767127303, -71.07762973507295 42.36547503308699, -71.0754423297984 42.36458034390176, -71.07321334278723 42.36547821934354, -71.07317166618675 42.36727085032627, -71.07535914781417 42.368165613073465))",1003,h3r9:892a306607bffff,9,"POLYGON ((-71.07317166618675 42.36727085032627, -71.07321334278723 42.36547821934354, -71.0754423297984 42.36458034390176, -71.07762973507295 42.36547503308699, -71.07758822968994 42.36726767127303, -71.07535914781417 42.368165613073465, -71.07317166618675 42.36727085032627))",full_h3_cell; clipped_core_geometry_companion
49,h3r9:892a30660a3ffff,"POLYGON ((-71.0532762451114 42.36817937125805, -71.05550568638792 42.36728187134696, -71.05554804783206 42.36548926931823, -71.05336113920477 42.36459417447137, -71.0511317929013 42.36549160806483, -71.05108926025285 42.36728420281987, -71.0532762451114 42.36817937125805))",1003,h3r9:892a30660a3ffff,9,"POLYGON ((-71.05108926025285 42.36728420281987, -71.0511317929013 42.36549160806483, -71.05336113920477 42.36459417447137, -71.05554804783206 42.36548926931823, -71.05550568638792 42.36728187134696, -71.0532762451114 42.36817937125805, -71.05108926025285 42.36728420281987))",full_h3_cell; clipped_core_geometry_companion
50,h3r9:892a30660a7ffff,"POLYGON ((-71.0511317929013 42.36549160806483, -71.05336113920477 42.36459417447137, -71.05340358131149 42.362801631238796, -71.0512168482986 42.36190652887672, -71.04898759696765 42.36280389615887, -71.04894498367784 42.36459643211148, -71.0511317929013 42.36549160806483))",1003,h3r9:892a30660a7ffff,9,"POLYGON ((-71.04894498367784 42.36459643211148, -71.04898759696765 42.36280389615887, -71.0512168482986 42.36190652887672, -71.05340358131149 42.362801631238796, -71.05336113920477 42.36459417447137, -71.0511317929013 42.36549160806483, -71.04894498367784 42.36459643211148))",full_h3_cell; clipped_core_geometry_companion
51,h3r9:892a30660abffff,"POLYGON ((-71.05769277064984 42.36817695866419, -71.05992214010107 42.36727937036432, -71.05996433033826 42.36548676107597, -71.05777732233193 42.36459174734421, -71.05554804783206 42.36548926931823, -71.05550568638792 42.36728187134696, -71.05769277064984 42.36817695866419))",1003,h3r9:892a30660abffff,9,"POLYGON ((-71.05550568638792 42.36728187134696, -71.05554804783206 42.36548926931823, -71.05777732233193 42.36459174734421, -71.05996433033826 42.36548676107597, -71.05992214010107 42.36727937036432, -71.05769277064984 42.36817695866419, -71.05550568638792 42.36728187134696))",full_h3_cell; clipped_core_geometry_companion
52,h3r9:892a30660afffff,"POLYGON ((-71.05554804783206 42.36548926931823, -71.05777732233193 42.36459174734421, -71.0578195932529 42.36279919684575, -71.0556327608605 42.36190417558429, -71.05340358131149 42.362801631238796, -71.05336113920477 42.36459417447137, -71.05554804783206 42.36548926931823))",1003,h3r9:892a30660afffff,9,"POLYGON ((-71.05336113920477 42.36459417447137, -71.05340358131149 42.362801631238796, -71.0556327608605 42.36190417558429, -71.0578195932529 42.36279919684575, -71.05777732233193 42.36459174734421, -71.05554804783206 42.36548926931823, -71.05336113920477 42.36459417447137))",full_h3_cell; clipped_core_geometry_companion
53,h3r9:892a30660b3ffff,"POLYGON ((-71.05100418505435 42.37086950264, -71.053233793124 42.3699720248074, -71.0532762451114 42.36817937125805, -71.05108926025285 42.36728420281987, -71.04885974717847 42.36818161433672, -71.04881712396815 42.369974260604586, -71.05100418505435 42.37086950264))",1003,h3r9:892a30660b3ffff,9,"POLYGON ((-71.04881712396815 42.369974260604586, -71.04885974717847 42.36818161433672, -71.05108926025285 42.36728420281987, -71.0532762451114 42.36817937125805, -71.053233793124 42.3699720248074, -71.05316429423178 42.37, -71.04888000487394 42.37, -71.04881712396815 42.369974260604586))",full_h3_cell; clipped_core_geometry_companion
54,h3r9:892a30660b7ffff,"POLYGON ((-71.04885974717847 42.36818161433672, -71.05108926025285 42.36728420281987, -71.0511317929013 42.36549160806483, -71.04894498367784 42.36459643211148, -71.0467155655982 42.36549377731892, -71.04667286174805 42.36728636478619, -71.04885974717847 42.36818161433672))",1003,h3r9:892a30660b7ffff,9,"POLYGON ((-71.04667286174805 42.36728636478619, -71.0467155655982 42.36549377731892, -71.04894498367784 42.36459643211148, -71.0511317929013 42.36549160806483, -71.05108926025285 42.36728420281987, -71.04885974717847 42.36818161433672, -71.04667286174805 42.36728636478619))",full_h3_cell; clipped_core_geometry_companion
