iteration,objective,primal_residual,dual_residual,primal_threshold,dual_threshold,capacity_residual,balance_residual,local_iterations,max_local_primal_correction_l2,wall_seconds
38,943229.1056857754,18.906733458264917,0.036769050727065204,1.727034583674519,0.014125522883753676,7.620570841027074e-10,4.47494130639825e-09,254,0.0,19.71535340003902
39,943266.3842282678,28.61416823531747,0.02605142436175686,1.7267937680119343,0.014122751111330748,1.5973000699887052e-11,8.755250746617094e-09,262,0.0,19.995462500024587
40,943286.1627560339,33.5418034400218,0.013703380594691927,1.7266625629342334,0.014119486126118026,6.561435839103069e-10,7.683340186304122e-09,264,0.0,20.264766100037377
41,943288.2577621272,33.76472968044744,0.0034383363780908826,1.7266409217466125,0.01411616998410472,6.016875886416528e-11,5.936584557275637e-09,264,4.653229782658594e-08,20.52913580002496
42,943274.6172519946,29.98096358790931,0.010608515505442674,1.7267188809907237,0.014113195085791992,7.627249942743219e-10,2.2396307031158358e-09,267,0.0,20.80709240003489
43,943248.8054877663,23.309431565068028,0.018583209669488013,1.7268781123890762,0.01411086483674442,4.218236426822841e-09,9.230916475644335e-09,255,0.0,21.09400129999267
44,943215.3625860361,15.12971516436106,0.023503726386095845,1.7270936854094827,0.014109369939998406,9.93267690319044e-10,4.685141163918161e-09,254,0.0,21.354884800035506
45,943179.1355953622,7.336966756462936,0.025170491137398623,1.727336520806622,0.014108780593730837,8.35825630929321e-10,3.715250329605624e-09,241,0.0,21.62580080004409
46,943144.6664398776,5.880041790992157,0.023885230415859496,1.7276369726103449,0.014109053477273,14.180415683328647,3.236223733438237e-09,239,0.0,21.896712100016885
47,943115.7019529326,11.07578335098186,0.02025442355545048,1.727950641553057,0.014110051101210688,24.291962236988184,3.5738736414714367e-09,244,0.0,22.16315790003864
48,943094.866259188,15.564950267843004,0.015077304717044469,1.7281793294796906,0.014111569849977683,31.297697851574412,4.58994975360838e-09,248,0.0,22.43526070000371
49,943083.5099968958,18.0778750223466,0.009337018209272031,1.7283062625403078,0.014113372205697576,42.249501176591366,4.50094717052707e-09,255,0.0,22.73425610002596
50,943081.7276594851,18.47843074304039,0.004865992823198719,1.728328816936269,0.014115218571067555,47.500816915354335,4.738964776151988e-09,257,0.0,22.985351300041657
51,943088.5160689619,16.95985150703162,0.005876472377984226,1.7282571455255762,0.014116894848563323,46.84160842483925,9.002732781482337e-09,255,0.0,23.24887370003853
52,943102.0349800058,13.912063087110667,0.009530298240488677,1.7281112761089523,0.014118233182866887,40.79165013753209,3.5026630484935595e-09,249,0.0,23.53517240000656
53,943119.9253392937,9.87109938154521,0.012395965093647526,1.7279173167785555,0.014119124617999397,30.492774579206525,5.439673600449169e-09,247,0.0,23.802331200044136
54,943139.6412249861,5.578751993501426,0.013808307226045107,1.7277034480410522,0.014119523563490628,17.523935559123856,3.4768561363307526e-09,240,0.0,24.08083059999626
55,943158.7568164677,3.022651901621161,0.013668564798851344,1.7275193273267238,0.014119444807094358,3.6695583379441814,2.071232074740692e-09,230,0.0,24.352817800012417
56,943175.2184155788,5.137344528197926,0.012116309328500866,1.7273952459055213,0.014118954394470787,3.0331648304127157e-10,2.262027010146994e-09,240,0.0,24.636877500044648
57,943187.5220094665,7.983060494648186,0.00945439022339771,1.7273005086447715,0.014118156089593527,2.227125150966458e-10,2.94059532279789e-09,248,0.0,24.94677810004214
58,943194.8076963131,9.901573105251385,0.006111731143889466,1.7272421412926144,0.014117175364987241,2.7355895326763857e-10,3.0311753107525874e-09,251,0.0,25.25035490002483
59,943196.8723053609,10.596709273124636,0.002731704012782279,1.7272223454864066,0.014116142931356152,2.999769321831991e-10,2.9817783797625452e-09,243,0.0,25.523525600030553
60,943194.1098648189,10.067540553451424,0.002141229178517703,1.7272388934541654,0.014115179670342223,3.6415315207705135e-10,1.5876651104917983e-09,246,0.0,25.808680700021796
61,943187.3956684452,8.481282619339233,0.004669854746740473,1.727285885878292,0.014114384479558822,2.3004531612969004e-10,2.9677096335944952e-09,250,0.0,26.086847300000954
62,943177.9333375047,6.122682502932451,0.006743310738903863,1.7273547600510448,0.014113826025264987,2.7114310796605423e-10,2.3151756067818496e-09,239,0.0,26.35233160003554
63,943167.0855024884,3.3549286562358085,0.00788517441724402,1.7274354515857913,0.014113538817445787,4.008029463875573e-10,1.9107773141513462e-09,230,0.0,26.613928500039037
64,943156.2077774461,0.8004997228682457,0.0080229249660944,1.7275184898465212,0.014113523476254684,1.2892617179759327,2.7415012482379097e-09,221,0.0,26.890049000037834
65,943146.5029570705,2.277422722493449,0.007236902118106308,1.7276241078812682,0.014113750622725785,5.9916137938489555,2.1612436285067815e-09,227,0.0,27.1495979000465
66,943138.9083106334,4.280380991523953,0.005713967036878636,1.7277070841619988,0.014114167531327262,12.293112920756357,7.860990081098862e-09,232,0.0,27.418797000020277
67,943134.0240090174,5.601912356460801,0.0037095965410308563,1.7277606177174263,0.014114706521534463,16.424228149289775,4.169692147115711e-09,243,0.0,27.691793300036807
68,943132.0856297713,6.1404716193210165,0.0015098760298041085,1.727781945887837,0.014115294018987215,18.14204467109994,5.962036198070564e-09,241,0.0,27.97569019999355
69,943132.9788425822,5.917944683919311,0.0006313993469676758,1.7277722446933916,0.014115859265612835,17.52411326271249,3.0434819109359523e-09,238,0.0,28.262437199999113
70,943136.290215332,5.045528136349591,0.0024337527744565227,1.727736071174878,0.014116341791606354,14.919975651084314,1.3953922461951151e-09,237,0.0,28.537606300029438
71,943141.3849366879,3.6979109344210825,0.0037588743755221613,1.7276804631130442,0.014116696970569515,10.875015689318388,2.7794158086180687e-09,237,0.0,28.803184500022326
72,943147.5003441831,2.0852151720983665,0.004504278697434686,1.7276138493742608,0.014116899244571686,6.039880503387394,4.662354058382334e-09,234,0.0,29.075237400014885
73,943153.8435646236,0.4366003712915688,0.004652038430771021,1.7275449306232031,0.01411694289918147,1.0787396006935523,2.9670985668417416e-09,212,0.0,29.331148500030395
74,943159.6822679092,1.1141733749792995,0.004255209031918203,1.727494757729641,0.014116840553169604,4.547473508864641e-13,4.421934818310547e-09,219,0.0,29.585331800044514
