city_id,city_name,country_iso2,country_iso3,population,catalog_mobilitydb_exact,catalog_strict_two_registry,catalog_broader_candidate,catalog_reviewed_alias_entity,catalog_likely_not_visible,catalog_unresolved_baseline,gtfs_all_retained_stop_evidence,gtfs_all_retained_unique_content_hash_count,gtfs_all_retained_complete_content_hash_count,gtfs_all_retained_incomplete_content_hash_count,gtfs_all_retained_completeness_status,gtfs_all_retained_source_feed_record_count,gtfs_all_retained_raw_stop_records,gtfs_all_retained_preferred_stop_location_metric,gtfs_all_retained_location_metric_status,gtfs_network_snapshot_stop_evidence,gtfs_network_snapshot_unique_content_hash_count,gtfs_network_snapshot_complete_content_hash_count,gtfs_network_snapshot_incomplete_content_hash_count,gtfs_network_snapshot_completeness_status,gtfs_network_snapshot_source_feed_record_count,gtfs_network_snapshot_raw_stop_records,gtfs_network_snapshot_preferred_stop_location_metric,gtfs_network_snapshot_location_metric_status,realtime_all_retained_city_class,realtime_all_retained_confirmed_endpoint_count,realtime_all_retained_denominator_view,realtime_network_snapshot_city_class,realtime_network_snapshot_confirmed_endpoint_count,realtime_network_snapshot_denominator_view,evidence_snapshot_scope
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:1,Apia,WS,WSM,60041.65661,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10,Chinandega,NI,NIC,104366.0248,no,no,yes,no,no,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:100,Tierkloof,ZA,ZAF,52800.97695,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:1000,Barda,AZ,AZE,52131.47162,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10000,Gola Bazar,IN,IND,88104.41715,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10001,Huancheng,CN,CHN,204649.6776,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10002,Baliya,IN,IND,54650.87438,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10003,Xiantao,CN,CHN,278584.9138,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10004,Piduguralla,IN,IND,71770.98025,no,no,yes,no,no,no,yes,1,1,0,all_relational_metrics_available,1,1,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,yes,1,1,0,all_relational_metrics_available,1,1,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,static_only_no_confirmed_rt,0,all_retained_parseable_unique_content,static_only_no_confirmed_rt,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10005,Taojiang County,CN,CHN,135407.6227,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10006,Vellore,IN,IND,765930.3664,no,no,yes,no,no,no,yes,2,2,0,all_relational_metrics_available,2,4,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,yes,2,2,0,all_relational_metrics_available,2,4,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,static_only_no_confirmed_rt,0,all_retained_parseable_unique_content,static_only_no_confirmed_rt,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10007,Pingyi,CN,CHN,169009.2202,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10008,Varanasi,IN,IND,3812495.5,no,no,no,no,yes,no,yes,1,1,0,all_relational_metrics_available,1,15,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,yes,1,1,0,all_relational_metrics_available,1,15,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,static_only_no_confirmed_rt,0,all_retained_parseable_unique_content,static_only_no_confirmed_rt,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10009,Weihe,CN,CHN,55508.66475,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10010,Khammam,IN,IND,339172.4965,no,no,yes,no,no,no,yes,2,2,0,all_relational_metrics_available,2,2,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,yes,2,2,0,all_relational_metrics_available,2,2,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,static_only_no_confirmed_rt,0,all_retained_parseable_unique_content,static_only_no_confirmed_rt,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10011,Yuanjiang,CN,CHN,142778.3884,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10012,Paramakkudi,IN,IND,114780.1762,no,no,no,no,yes,no,yes,1,1,0,all_relational_metrics_available,1,1,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,yes,1,1,0,all_relational_metrics_available,1,1,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,static_only_no_confirmed_rt,0,all_retained_parseable_unique_content,static_only_no_confirmed_rt,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10013,Xinning,CN,CHN,78258.83125,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10014,Chauri Chaura,IN,IND,160494.0187,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10015,Luzhai,CN,CHN,92961.76479,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10016,Bemetara,IN,IND,56082.57707,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10017,Fangcheng District,CN,CHN,109670.9337,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10018,Balod,IN,IND,58665.11479,no,no,no,no,yes,no,yes,1,1,0,all_relational_metrics_available,1,1,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,yes,1,1,0,all_relational_metrics_available,1,1,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,static_only_no_confirmed_rt,0,all_retained_parseable_unique_content,static_only_no_confirmed_rt,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10019,Taihe,CN,CHN,160999.6585,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:1002,Jamame,SO,SOM,100184.646,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10020,Siswa Bazar,IN,IND,86773.21975,no,no,no,no,yes,no,yes,1,1,0,all_relational_metrics_available,1,1,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,yes,1,1,0,all_relational_metrics_available,1,1,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,static_only_no_confirmed_rt,0,all_retained_parseable_unique_content,static_only_no_confirmed_rt,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10021,Lianyuan,CN,CHN,177880.8914,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10022,Mubarakpur,IN,IND,163941.013,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10023,Guilin,CN,CHN,965075.588,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10024,Kallakurichi,IN,IND,84980.78138,no,no,yes,no,no,no,yes,1,1,0,all_relational_metrics_available,1,1,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,yes,1,1,0,all_relational_metrics_available,1,1,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,static_only_no_confirmed_rt,0,all_retained_parseable_unique_content,static_only_no_confirmed_rt,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10025,Benxi,CN,CHN,773945.62,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10026,Perambalur,IN,IND,83206.36564,no,no,yes,no,no,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10027,Yiyang,CN,CHN,771016.1691,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10028,Chunar,IN,IND,115098.4211,no,no,no,no,yes,no,yes,1,1,0,all_relational_metrics_available,1,1,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,yes,1,1,0,all_relational_metrics_available,1,1,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,static_only_no_confirmed_rt,0,all_retained_parseable_unique_content,static_only_no_confirmed_rt,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10029,Xiaogan,CN,CHN,812534.4531,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:1003,Tolanaro,MG,MDG,50851.30354,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10030,Mungeli,IN,IND,57707.99066,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10031,Tongjiang,CN,CHN,76727.21848,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10032,Dohrighat,IN,IND,228955.3818,no,no,no,no,yes,no,yes,1,1,0,all_relational_metrics_available,1,2,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,yes,1,1,0,all_relational_metrics_available,1,2,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,static_only_no_confirmed_rt,0,all_retained_parseable_unique_content,static_only_no_confirmed_rt,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10033,Changle,CN,CHN,70150.55545,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10034,Tiruvannamalai,IN,IND,322068.8962,no,no,yes,no,no,no,yes,2,2,0,all_relational_metrics_available,2,3,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,yes,2,2,0,all_relational_metrics_available,2,3,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,static_only_no_confirmed_rt,0,all_retained_parseable_unique_content,static_only_no_confirmed_rt,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10035,Litang,CN,CHN,65377.82421,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10036,Captainganj,IN,IND,65899.72673,no,no,no,no,yes,no,yes,1,1,0,all_relational_metrics_available,1,1,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,yes,1,1,0,all_relational_metrics_available,1,1,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,static_only_no_confirmed_rt,0,all_retained_parseable_unique_content,static_only_no_confirmed_rt,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10037,Xinshao,CN,CHN,95968.47175,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10038,Jaggayyapeta,IN,IND,60625.1169,no,no,yes,no,no,no,yes,1,1,0,all_relational_metrics_available,1,2,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,yes,1,1,0,all_relational_metrics_available,1,2,gtfs_stop_locations_deduplicated_25m,measured_from_v25a_3_2_compact_dedup_base,static_only_no_confirmed_rt,0,all_retained_parseable_unique_content,static_only_no_confirmed_rt,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10039,Lingchuan,CN,CHN,75848.29368,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:1004,Kostanay,KZ,KAZ,162918.0945,no,no,no,no,yes,no,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,no,0,0,0,no_stop_content,0,0,gtfs_stop_locations_deduplicated_25m,not_applicable_no_inside_polygon_stop_content,neither_static_nor_confirmed_rt_in_checked_layers,0,all_retained_parseable_unique_content,neither_static_nor_confirmed_rt_in_checked_layers,0,v25a_2_network_retrieved_snapshot,accepted local offline snapshot through V25A.3.3
