content_sha256,city_id,city_name,country_iso3,inside_polygon_stop_rows,unique_inside_stop_row_keys,unique_inside_stop_ids,primary_assignment_rule,all_retained_view,network_snapshot_view,preexisting_local_zip_view,mapped_source_record_count,source_link_status,evidence_type
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10004,Piduguralla,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10006,Vellore,IND,3,3,3,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10006,Vellore,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10008,Varanasi,IND,15,15,15,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10010,Khammam,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10010,Khammam,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10012,Paramakkudi,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10018,Balod,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10020,Siswa Bazar,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10024,Kallakurichi,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10028,Chunar,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10032,Dohrighat,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10034,Tiruvannamalai,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10034,Tiruvannamalai,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10036,Captainganj,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10038,Jaggayyapeta,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10040,Polur,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10040,Polur,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10042,Khadda,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10046,Tirupati,IND,4,4,4,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10046,Tirupati,IND,14,14,14,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10050,Pudukkottai,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10052,Karaikudi,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10056,Muhammadabad Gohna,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10058,Manendragarh,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10060,Ranipet,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10062,Patharhat,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10064,Narasaraopet,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10064,Narasaraopet,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10068,Waidhan,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
e36f058cae38d00629b8e8ff619f406e6df36069f0a7a78ef78f6e3db6c1c318,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:1007,Dubai,ARE,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10074,Raipur,IND,5,5,5,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
e36f058cae38d00629b8e8ff619f406e6df36069f0a7a78ef78f6e3db6c1c318,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:1008,Seeb,OMN,178,178,178,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10082,Sattenapalle,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10082,Sattenapalle,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10084,Jakhania,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10086,Venkatagiri,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10088,Ghosi,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10090,Nandigama,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10092,Ariyalur,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10094,Kandukur,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10096,Chirimiri,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10098,Ramanathapuram,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10100,Bagaha,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10102,Deoria,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10104,Ongole,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10104,Ongole,IND,3,3,3,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10106,Padrauna,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10110,Mau,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10114,Chilakaluripet,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10116,Kopaganj,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10118,Tilda Neora,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10120,Nagari,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10120,Nagari,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10122,Aranthangi,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10124,Chandauli,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10128,Barhaj,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10132,Thanjavur,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10134,Kothagudem,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10134,Kothagudem,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10138,Robertsganj,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10140,Sri Kalahasti,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10140,Sri Kalahasti,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10144,Bhatapara,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10146,Dalla,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10148,Tiruttani,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10148,Tiruttani,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10152,Ayyampettai,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10154,Kavali,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10154,Kavali,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10158,Dudahi,IND,3,3,3,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10160,Bilaspur,IND,3,3,3,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10162,Palwancha,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10164,Ghazipur,IND,6,6,6,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10168,Gudur,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10168,Gudur,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10172,Papanasam,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10176,Guntur,IND,3,3,3,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10176,Guntur,IND,8,8,8,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10178,Nellore,IND,4,4,4,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10178,Nellore,IND,12,12,12,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10180,Arakkonam,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10180,Arakkonam,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10188,Salempur,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
c611338b39a58f892036331c9512b462b7dff895abe7a65552cdc4e1c43a090b,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:1019,Uttaradit,THA,3,3,3,ghsl_polygon_contains_stop_point,yes,no,yes,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10190,Viluppuram,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10194,Chirala,IND,4,4,4,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10194,Chirala,IND,2,2,2,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
f5d468c282b4f904632b24cf43fe29f309066977ef74475f8c5aab3c400058a8,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10196,Vandavasi,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
466811f9f12fffc654ebfd769e4897a017f54cffe1d8dbdc1fd5d20cab0de04c,ghsl_urban_centre:R2024A_V1_1:ID_UC_G0:10198,Ramnagar,IND,1,1,1,ghsl_polygon_contains_stop_point,yes,yes,no,1,MAPPED_SOURCE_RECORDS,inside_polygon_gtfs_stop_content
