source_execution_id,source_registry,source_record_id,source_country_code,content_sha256,terminal_status,content_parse_status,network_snapshot_view,preexisting_local_zip_view,source_record_count_for_content_sha,duplicate_source_record_for_same_content_sha,city_id,city_name,country_iso3,inside_polygon_stop_rows,unique_inside_stop_row_keys,unique_inside_stop_ids,primary_assignment_rule,all_retained_view,relationship_status,evidence_type
v23a_mobilitydb_tld-5761__g3999,Mobility Database local feeds_v2,tld-5761,US,006461e181dc40385b9e61d0ef58db763a1192cf93cbcb535afceb12c23e805f,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-plaqueminesportharborandterminaldistrict~la~us_static_current__g5538,Transitland Atlas local DMFR,f-plaqueminesportharborandterminaldistrict~la~us,,009dd95e6459acd4926a30f6f0a64d2a3b8fc918fe50a13293a3fcda01e06249,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-2567__g2442,Mobility Database local feeds_v2,mdb-2567,CA,00a439c01cdcb38b1e3fde676f5a5c00584f5c05548038f986ef9b0d8e9542ee,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-津山市~市営阿波バス_static_current__g7078,Transitland Atlas local DMFR,f-津山市~市営阿波バス,,00b5f8b05e2ff139e0eced7351bff8e009e20c0b16b67a4bb0383109eef6170d,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-上勝町営バス_static_current__g6822,Transitland Atlas local DMFR,f-上勝町営バス,,00e23ac93d458ec7c4fa333b4e22a0b5b77dba0fa1a43e63b3567dbf1303711b,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_ntd-40206__g2842,Mobility Database local feeds_v2,ntd-40206,US,00eed3c7954e51ec791753110447b074d2a824331710d17cb26ce8db23dbb9d0,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-671__g1211,Mobility Database local feeds_v2,mdb-671,AU,00f858c00d8964b848b53f3e2f59e12d3378977af11557f317d7f7a07671b3d8,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-chautauqua~area~regional~transit~system_static_historic__g4457,Transitland Atlas local DMFR,f-chautauqua~area~regional~transit~system,,010cd49583b19ad10fc967cf7be98d3f7e3a8b843f7441ba11484b824a1580e9,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_ntd-60080__g2881,Mobility Database local feeds_v2,ntd-60080,US,012ac105e822b2f68fa50df26c3e490bed872535dbef10db7ff0b101fe3d55fd,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-1168__g1708,Mobility Database local feeds_v2,mdb-1168,AU,0136316f72548b0b4b3fa1e64fb5a55fb9253dd13871cba2e1d7f58070349a62,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_jbda-kuroiwa-kanko-GTFS-Kuroiwakanko_Localbus__g209,Mobility Database local feeds_v2,jbda-kuroiwa-kanko-GTFS-Kuroiwakanko_Localbus,JP,014097d06c0806ab4372b446cb562d392f0dbf12aaab1117eb1a6dd66efca78a,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_tld-5759__g3997,Mobility Database local feeds_v2,tld-5759,US,016985f4de5c75e155bf619485df22b75a211bf90c639c216d4e97a5dff8cec0,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-419__g959,Mobility Database local feeds_v2,mdb-419,US,018ef8539399076e251ecb404f5d5764597ec8887771a1fedfd24973fe2405ca,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-drm-vineyardfastferry~ri~us_static_current__g6280,Transitland Atlas local DMFR,f-drm-vineyardfastferry~ri~us,,018ef8539399076e251ecb404f5d5764597ec8887771a1fedfd24973fe2405ca,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-2052__g2095,Mobility Database local feeds_v2,mdb-2052,US,018f2b055a1118c9f819fdcc00d77ed7888801c8380042820ecd9494efccc7f0,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-827__g1367,Mobility Database local feeds_v2,mdb-827,US,01dbe21ba319e64ef0a766cf45e7dd72de984ad85130676b32625b97326e6daf,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-tsctransit~co~us_static_current__g6359,Transitland Atlas local DMFR,f-tsctransit~co~us,,01dbe21ba319e64ef0a766cf45e7dd72de984ad85130676b32625b97326e6daf,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-monroe~la~us_static_current__g5320,Transitland Atlas local DMFR,f-monroe~la~us,,01e39394d9133b65a3183e8a7fc9932d0a18a1a4c65ad7316128c17cb5639b21,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-leerussellcouncilofgovernments~al~us_static_current__g5497,Transitland Atlas local DMFR,f-leerussellcouncilofgovernments~al~us,,01f7bb4f5973cc6403bf6f161edb62adcf4967f8a45f04538253f113f3442a13,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_tdg-82721__g3331,Mobility Database local feeds_v2,tdg-82721,FR,02098138daa442d63108b2537ba3d26e61c1252faf6466854e1c42ed685aec15,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_jbda-hamabus-iwata_seikatsubus__g55,Mobility Database local feeds_v2,jbda-hamabus-iwata_seikatsubus,JP,0212c5b11af07ec1bbe44205a9fa77917af115acada047f309450c3764f6c238,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-磐田市生活路線バス浜松バス~掛塚磐田駅線_static_current__g7118,Transitland Atlas local DMFR,f-磐田市生活路線バス浜松バス~掛塚磐田駅線,,0212c5b11af07ec1bbe44205a9fa77917af115acada047f309450c3764f6c238,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_tld-592__g3794,Mobility Database local feeds_v2,tld-592,IE,023815236ca33ad87531d71cf68b113e0f0d01b7b43ccf4d5a3fcdc8729e9b0b,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-2284__g2278,Mobility Database local feeds_v2,mdb-2284,US,0246157e35df0947c34699d4fdd0b093dcaf9acd4cc3c5b1ac69876123d1ec20,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-2433__g2390,Mobility Database local feeds_v2,mdb-2433,US,02469324dd4e2dfb51937efc7befffd2ac6e8cfd1f46bb9e28ba91a514bd34f1,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-737__g1277,Mobility Database local feeds_v2,mdb-737,CA,0247f2b18506c9ca664224808dd41a356a76e4ee8a799b58559592648df50bae,complete_downloaded_and_parsed,parsed,yes,no,3,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-f0q2-greatersudburytransit_static_current__g4703,Transitland Atlas local DMFR,f-f0q2-greatersudburytransit,,0247f2b18506c9ca664224808dd41a356a76e4ee8a799b58559592648df50bae,complete_downloaded_and_parsed,parsed,yes,no,3,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-f0q2-greatersudburytransit_static_historic__g4704,Transitland Atlas local DMFR,f-f0q2-greatersudburytransit,,0247f2b18506c9ca664224808dd41a356a76e4ee8a799b58559592648df50bae,complete_downloaded_and_parsed,parsed,yes,no,3,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_tld-6675__g4033,Mobility Database local feeds_v2,tld-6675,US,0248b25eb3c1e1eac119a21a894db24705220a98a6afcd88cdbc4372c8982adb,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-auburn~university_static_current__g4564,Transitland Atlas local DMFR,f-auburn~university,,025516793b650a3fdec8bef0f8cc43af6535e77ec8e2f4cc3ab85cc9d007cd51,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-2438__g2395,Mobility Database local feeds_v2,mdb-2438,US,0259c96f2a6b12a2e3afe30ba8b193706338c66093c1d3952d8df027a5a05c48,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-sakawatown~gtfs~sakawatown~bus_static_current__g4958,Transitland Atlas local DMFR,f-sakawatown~gtfs~sakawatown~bus,,0295af9c6087f66f166c292680e311145f0ea9c5cc3b910e670c6d9b5a28d375,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-263__g803,Mobility Database local feeds_v2,mdb-263,US,02a15519dd2a107858a26454c59cb3fe3355269dbc419b3b19e99e08c392fe23,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_tdg-82904__g3343,Mobility Database local feeds_v2,tdg-82904,FR,02da14e53e24cbd7030114d3732303fe92359eea8506c405c94c05f6738a55a0,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-7000020473243~jp_static_current__g6450,Transitland Atlas local DMFR,f-7000020473243~jp,,02df4fb7cf4926b0729eb127ced2638919d179ab9360c7db181aa7e2d647b4cf,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_jbda-inotown-GTFS-Inotown_HongawaArea__g93,Mobility Database local feeds_v2,jbda-inotown-GTFS-Inotown_HongawaArea,JP,02f8f19b5dc093fea22b7444d530d350e4242b67a8119ebea97ea375a8e4e40b,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-inotown~gtfs~inotown~hongawaarea_static_current__g4761,Transitland Atlas local DMFR,f-inotown~gtfs~inotown~hongawaarea,,02f8f19b5dc093fea22b7444d530d350e4242b67a8119ebea97ea375a8e4e40b,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-fluo~grand~est~haute~marne_static_current__g4441,Transitland Atlas local DMFR,f-fluo~grand~est~haute~marne,,0302a40ab143fe4f5192f05b17d9d5978ef9d5ed0a64a397314a2861fa0586b6,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_jbda-kisovillage-kisovill__g150,Mobility Database local feeds_v2,jbda-kisovillage-kisovill,JP,032c02b82d48e9e3996a2119c9481a4348eff2c5c18f22e74bf7634240739c8a,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-kisovillage~kisovill_static_current__g4799,Transitland Atlas local DMFR,f-kisovillage~kisovill,,032c02b82d48e9e3996a2119c9481a4348eff2c5c18f22e74bf7634240739c8a,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-2296__g2289,Mobility Database local feeds_v2,mdb-2296,US,033d21c54785bd78cd38447eed9d868b2c9edc54fba3e4b02df40286c7768bba,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_tld-1200__g3837,Mobility Database local feeds_v2,tld-1200,US,03510dd760a5650db6f8e63d97f15ed3e693643eb093bd1d0f695c6423508de8,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_jbda-reihoku-kanko-GTFS-Reihokukanko_Localbus__g370,Mobility Database local feeds_v2,jbda-reihoku-kanko-GTFS-Reihokukanko_Localbus,JP,035b9c9b3d4db6a5b0c25fd5afe93c1e3bbac2dd792360f038fc5fd8ef80ae63,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_tdg-83019__g3351,Mobility Database local feeds_v2,tdg-83019,FR,039fd1cb6717e50da4c3194798860efdf4072bcc3f583a685833606da6b2e17c,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-1241__g1781,Mobility Database local feeds_v2,mdb-1241,US,03a04e7a2b98d831020be7b7855d0fe920105cf958d20a31fd651c273636f777,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-2050__g2093,Mobility Database local feeds_v2,mdb-2050,US,03abbdcfe32db2bbd250c4fdcd49e192662bd3b62a3745243c91d5093958d530,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_ntd-50282__g2871,Mobility Database local feeds_v2,ntd-50282,US,03c47eba7764786ee0692105b60cef33595c599f1704b6eac385f2aa649d5cc0,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-1240__g1780,Mobility Database local feeds_v2,mdb-1240,US,03dc231536510888475c597fea001563ad93a9b0956dd046ebd75e32c376ec10,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_jbda-kochi-tsunotown-GTFS-Tsunotown_Bus__g180,Mobility Database local feeds_v2,jbda-kochi-tsunotown-GTFS-Tsunotown_Bus,JP,04299a2c771a1738eb61ee781187da50a95a6b40aeba513a139c40f33050ae7c,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-2037__g2080,Mobility Database local feeds_v2,mdb-2037,US,0462e654ad3b20ca9a484433a97d0fa35fc6598ed9b42a98882b4a497020716c,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-1360002020959~jp_static_current__g6399,Transitland Atlas local DMFR,f-1360002020959~jp,,04766b784fdae644a64fb4d0f49ef2d62c556f89b0178c928049c447b2ecd56c,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-slc~deltahardstand_static_current__g5847,Transitland Atlas local DMFR,f-slc~deltahardstand,,0477ab4e4125ca499f16c3f9447809cb8541f516b876d37dd9888b6ffdb96506,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_tdg-79545__g3016,Mobility Database local feeds_v2,tdg-79545,FR,047eedcefa7c52fe1f3ab7e969ae2ffa245cbce7fbc96b8a30783bf38f31d9d3,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_tld-5753__g3992,Mobility Database local feeds_v2,tld-5753,US,048478646208083ce4f51c19204ba80da973992dc151d57ed4526689cf68ccaf,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_ntd-40190__g2840,Mobility Database local feeds_v2,ntd-40190,US,049474f86c8eacf0cc0141ebedff5665632e7310a313f219f4caa94de5207cb2,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-hakubavalley~bus~hakubavalley~nagano~jp_static_current__g4739,Transitland Atlas local DMFR,f-hakubavalley~bus~hakubavalley~nagano~jp,,04b2d27660cdad60fd230a14082f0a6c66c180adf8fe97493aa2a69408955a57,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-入善町~入善町営バスのらんマイ~カー県サイト掲載版_static_current__g6869,Transitland Atlas local DMFR,f-入善町~入善町営バスのらんマイ~カー県サイト掲載版,,04cf09663d555a0e1e4d06a40949433f19912c0d7f28f82e5ac9153dc82a49d7,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-1087__g1627,Mobility Database local feeds_v2,mdb-1087,US,05011ab57fbb7e960a1496492ab1c0f6f46c470474aa9000b7d9c6bc49e8b8cf,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-oshucity~bus~oshucity~iwate~jp_static_current__g4946,Transitland Atlas local DMFR,f-oshucity~bus~oshucity~iwate~jp,,053ffab51e5111be1e77cf96a9c7b6c844147a96c912732ba0dcb733ab863f81,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-kiryas~joel~ny_static_historic__g4460,Transitland Atlas local DMFR,f-kiryas~joel~ny,,05679e3d47bdbc55f35927e246675f19a1c049d02ee01ed55f3e2f2e4df02cb7,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-上越市~板倉区市営バス~上関田線_static_current__g6828,Transitland Atlas local DMFR,f-上越市~板倉区市営バス~上関田線,,05792ec2590c678eb43d76a1b3d25bdd1ed205e6f5e0757d1e073314cc751465,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-644__g1184,Mobility Database local feeds_v2,mdb-644,US,058f0b89ce4f9c93fc237156c373d563be1cdf9da5914274c274ad692ecf5e49,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-2195__g2205,Mobility Database local feeds_v2,mdb-2195,US,05984f5de2a7528586ab88b44e75781015788ace4c12f8cf7ba18c4acf9d6e78,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_jbda-tobacity-communitybus__g455,Mobility Database local feeds_v2,jbda-tobacity-communitybus,JP,05e17dd9774cb7c7968d177e5614e0abf6c3b87a47a3c60229bfec6c753bca08,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-鳥羽市~かもめバス_static_current__g7222,Transitland Atlas local DMFR,f-鳥羽市~かもめバス,,05e17dd9774cb7c7968d177e5614e0abf6c3b87a47a3c60229bfec6c753bca08,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_ntd-60081__g2882,Mobility Database local feeds_v2,ntd-60081,US,05eac1908e5eaf5a48a5baa8afc9ec3c8a53ba4f08d6220b6e7ecbbd4e3ad8b0,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_tdg-81018__g3116,Mobility Database local feeds_v2,tdg-81018,FR,060d2eb20b2bb1af498d19ce491709af1aff71cdabc8f2ed8c2bb7f25d2efcca,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-295__g835,Mobility Database local feeds_v2,mdb-295,US,0621b025af9575801f0c0d3734a4dcc5ca36ef19221a0d8dd7142d9c3b61d5ab,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-c815-streamlinetransit~mt~us_static_historic__g5797,Transitland Atlas local DMFR,f-c815-streamlinetransit~mt~us,,0621b025af9575801f0c0d3734a4dcc5ca36ef19221a0d8dd7142d9c3b61d5ab,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_jbda-tsukubacity-TSUKUBANEGO__g500,Mobility Database local feeds_v2,jbda-tsukubacity-TSUKUBANEGO,JP,0624286e512e2b5af17fb674976bc122b99497a59c6ad8583cbc78a934bc0d6c,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-つくば市~筑波地区支線型バスつくばね号~1_static_current__g6795,Transitland Atlas local DMFR,f-つくば市~筑波地区支線型バスつくばね号~1,,0624286e512e2b5af17fb674976bc122b99497a59c6ad8583cbc78a934bc0d6c,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-642__g1182,Mobility Database local feeds_v2,mdb-642,FR,0676b2e6052c09fd0258a57fd98c899addaaf4ab6955b14efc688b902e8f0ce4,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_tdg-78934__g2997,Mobility Database local feeds_v2,tdg-78934,FR,0676b2e6052c09fd0258a57fd98c899addaaf4ab6955b14efc688b902e8f0ce4,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_jbda-namerikawacity-norumycar__g315,Mobility Database local feeds_v2,jbda-namerikawacity-norumycar,JP,068d8c888c19160950168c4f6d747d0eca4dc0b8411500ab87932d8152b56177,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-滑川市~のる~my~car~1_static_current__g7089,Transitland Atlas local DMFR,f-滑川市~のる~my~car~1,,068d8c888c19160950168c4f6d747d0eca4dc0b8411500ab87932d8152b56177,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_tdg-80253__g3047,Mobility Database local feeds_v2,tdg-80253,FR,06d7dfd0170f69d22a53818d447bcbd1247e85e1c5b518498d7d7bc5e0d340fe,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-美波町~美波病院連絡バス~1_static_current__g7140,Transitland Atlas local DMFR,f-美波町~美波病院連絡バス~1,,07127d1de563ae857b87e5d25d8bc42df3a9651450f012944d81f27ea78f4957,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-grahamtransit~va~us~flex_static_current__g6312,Transitland Atlas local DMFR,f-grahamtransit~va~us~flex,,073f07499f74af914d23623149bade9fdb4f71138aa74de7468a16fffe236394,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_tld-4548__g3911,Mobility Database local feeds_v2,tld-4548,US,075269371088922c87c1f9412246b35ed51bfa543690ab315b19ad837f70c23d,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_tdg-83982__g3511,Mobility Database local feeds_v2,tdg-83982,FR,07662c2a3a8e768cd974a505bfbddcf1312c0471ea7ce7da49e873b19106cc9e,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_mobilitydb_mdb-116__g656,Mobility Database local feeds_v2,mdb-116,US,077c7a5ca0ea42cfe2d7ab31116d937c6acdb9334ded038cd89f3fcd51dfc431,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-9r1-tehama~ca~us_static_current__g6182,Transitland Atlas local DMFR,f-9r1-tehama~ca~us,,077c7a5ca0ea42cfe2d7ab31116d937c6acdb9334ded038cd89f3fcd51dfc431,complete_downloaded_and_parsed,parsed,yes,no,2,yes,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
v23a_transitland_f-1360001007585~jp_static_current__g6398,Transitland Atlas local DMFR,f-1360001007585~jp,,0788d0b88ab8156ffb0204b0508f9d54ecf8a49ff5cc17fe08ab36d54a51c41c,complete_downloaded_and_parsed,parsed,yes,no,1,no,,,,,,,,yes,SOURCE_CONTENT_ONLY_NO_CITY_LINK,
