round,demand_id,artificial_flow
36,B10,1.5704805020770147
37,B01,5.133236568999581
37,B02,0.0
37,B03,-0.0
37,B04,0.18341459663795456
37,B05,4.272422887405358
37,B06,-0.0
37,B07,0.0
37,B08,2.6810653642261704
37,B09,0.0
37,B10,0.7721987125842045
38,B01,5.133236568999581
38,B02,0.0
38,B03,-0.0
38,B04,0.18341459663795456
38,B05,4.272422887405358
38,B06,-0.0
38,B07,0.0
38,B08,2.6810653642261704
38,B09,0.7721987125842042
38,B10,-0.0
39,B01,5.133236568999581
39,B02,0.0
39,B03,-0.0
39,B04,0.18341459663795456
39,B05,4.272422887405358
39,B06,-0.0
39,B07,0.0
39,B08,2.6810653642261704
39,B09,0.2650395211070591
39,B10,0.5071591914771454
40,B01,5.133236568999581
40,B02,0.0
40,B03,-0.0
40,B04,0.18341459663795456
40,B05,4.272422887405358
40,B06,-0.0
40,B07,0.0
40,B08,2.6810653642261704
40,B09,0.0
40,B10,0.7721987125842047
41,B01,5.133236568999581
41,B02,0.0
41,B03,-0.0
41,B04,0.18341459663795456
41,B05,4.272422887405358
41,B06,-0.0
41,B07,0.0
41,B08,2.6810653642261704
41,B09,0.7721987125842042
41,B10,0.0
42,B01,5.133236568999581
42,B02,0.0
42,B03,-0.0
42,B04,0.18341459663795456
42,B05,4.272422887405358
42,B06,-0.0
42,B07,0.0
42,B08,2.6810653642261704
42,B09,0.0
42,B10,0.772198712584204
43,B01,5.133236568999581
43,B02,0.0
43,B03,-0.0
43,B04,0.18341459663795456
43,B05,4.272422887405358
43,B06,-0.0
43,B07,0.0
43,B08,2.6810653642261704
43,B09,0.2650395211070591
43,B10,0.5071591914771454
44,B01,5.133236568999581
44,B02,-0.0
44,B03,-0.0
44,B04,0.18341459663795456
44,B05,4.272422887405358
44,B06,-0.0
44,B07,0.0
44,B08,2.6810653642261704
44,B09,0.487147168743681
44,B10,0.0
45,B01,5.133236568999581
45,B02,0.0
45,B03,-0.0
45,B04,0.18341459663795456
45,B05,4.272422887405358
45,B06,-0.0
45,B07,0.0
45,B08,2.6810653642261704
45,B09,0.4871471687436808
45,B10,0.0
46,B01,5.133236568999581
46,B02,0.0
46,B03,-0.0
46,B04,0.18341459663795456
46,B05,4.272422887405358
46,B06,-0.0
46,B07,0.0
46,B08,2.6810653642261704
46,B09,0.0
46,B10,0.48714716874368125
47,B01,5.133236568999581
47,B02,0.0
47,B03,-0.0
47,B04,0.18341459663795456
47,B05,4.272422887405358
47,B06,-0.0
47,B07,0.0
47,B08,2.6810653642261704
47,B09,0.0
47,B10,0.4871471687436817
48,B01,5.133236568999581
48,B02,0.0
48,B03,-0.0
48,B04,0.18341459663795456
48,B05,4.272422887405358
48,B06,-0.0
48,B07,0.0
48,B08,2.6810653642261704
48,B09,0.0
48,B10,0.0
49,B01,5.133236568999581
49,B02,0.0
49,B03,-0.0
49,B04,0.18341459663795456
49,B05,4.272422887405358
49,B06,-0.0
49,B07,0.0
49,B08,2.5254980538516056
49,B09,0.0
49,B10,0.0
50,B01,5.133236568999581
50,B02,0.0
50,B03,-0.0
50,B04,0.18341459663795456
50,B05,4.272422887405358
50,B06,-0.0
50,B07,0.0
50,B08,2.525498053851606
50,B09,0.0
50,B10,0.0
51,B01,5.133236568999581
51,B02,0.0
51,B03,-0.0
51,B04,0.18341459663795456
51,B05,4.272422887405358
51,B06,0.0
51,B07,0.0
51,B08,2.525498053851606
51,B09,0.0
51,B10,0.0
52,B01,5.133236568999581
52,B02,0.0
52,B03,-0.0
52,B04,0.18341459663795456
52,B05,4.272422887405358
52,B06,0.0
52,B07,0.0
52,B08,2.4943845917766927
52,B09,0.0
52,B10,0.0
53,B01,4.049903235666248
53,B02,0.0
53,B03,-0.0
53,B04,0.3367051667353451
53,B05,4.272422887405358
53,B06,0.0
53,B07,0.0
53,B08,2.4943845917766927
53,B09,0.0
