demand_id,before,after,delta
B01,5.133236568999581,5.133236568999581,0.0
B02,0.6466526377612567,0.6466526377612567,0.0
B03,-0.0,-0.0,0.0
B04,0.18341459663795456,0.18341459663795456,0.0
B05,4.272422887405358,4.272422887405358,0.0
B06,-0.0,-0.0,0.0
B07,0.36462212977800723,0.0,-0.36462212977800723
B08,3.7643986975595034,3.7643986975595034,0.0
B09,4.598372854440392,3.5150395211070586,-1.083333333333333
B10,1.5904925248104786,2.673825858143812,1.0833333333333333
