round,state,arc_id,physical_link_id,time_from,time_to,capacity,capacity_consuming_flow,demand_ids_using_arc,raw_highs_capacity_marginal,on_selected_B07_path
1,before,explicit_link_18164_t0,18164,0,4,1.0833333333333333,1.0833333333333333,B10,-0.0,False
1,after,explicit_link_18164_t0,18164,0,4,1.0833333333333333,1.0833333333333333,B09,-0.999999997733772,False
1,before,explicit_link_18117_t4,18117,4,7,1.0833333333333333,1.0833333333333333,B10,-0.0,False
1,after,explicit_link_18117_t4,18117,4,7,1.0833333333333333,1.0833333333333333,B09,-0.0,False
1,before,explicit_link_18140_t7,18140,7,10,1.0833333333333333,1.0833333333333333,B10,-0.9999999984620314,False
1,after,explicit_link_18140_t7,18140,7,10,1.0833333333333333,1.0833333333333333,B09,-0.0,False
1,before,explicit_link_17946_t10,17946,10,13,1.0833333333333333,0.0,,-0.0,True
1,after,explicit_link_17946_t10,17946,10,13,1.0833333333333333,1.0833333333333333,B07,5.0000000000000034e-11,True
