o_zone_id,d_zone_id,purpose,person_trips_daily_pa,person_trips_midday_from_pa_direction,person_trips_midday_from_ap_reverse_direction,person_trips_midday_od,impedance_min_drive_free_flow_proxy,impedance_source,impedance_unit,distribution_model,friction_function,beta_per_minute,beta_status,od_status,period_status,conversion_support_status,external_flow_status,run_id
h3r9:892a3066203ffff,h3r9:892a30661cfffff,HBW,55.76486366651335,4.603054906488679,0.004814324819272,4.607869231307952,10.117414,existing_gmns_drive_free_flow_complete_177x177_skim,minute,doubly_constrained_gravity_ipf_saved_pa,exp(-beta*drive_free_flow_minutes),0.08,INHERITED_ENGINEERING_ASSUMPTION_NOT_TDM23_CALIBRATED,REGIONAL_PRODUCTION_RATE_ACTIVITY_ATTRACTION_TRANSFER_NOT_OBSERVED_OD,TDM23_TABLE47_LOWER_CURRENT_BLOCK_NONPEAK_MD_PA_AP_FACTORS_APPLIED_WITHOUT_AM_RELABELING,UNION_OF_SAVED_PA_AND_TRANSPOSE_SUPPORT,CLOSED_CORE_SCENARIO_EXTERNAL_TRAVEL_UNKNOWN_NOT_ZERO,behavior_feedback_r1_semantic_fix_r1
h3r9:892a306620fffff,h3r9:892a3066153ffff,HBW,55.15815374274333,4.552974642541007,0.036286062133786,4.589260704674793,12.425399666666664,existing_gmns_drive_free_flow_complete_177x177_skim,minute,doubly_constrained_gravity_ipf_saved_pa,exp(-beta*drive_free_flow_minutes),0.08,INHERITED_ENGINEERING_ASSUMPTION_NOT_TDM23_CALIBRATED,REGIONAL_PRODUCTION_RATE_ACTIVITY_ATTRACTION_TRANSFER_NOT_OBSERVED_OD,TDM23_TABLE47_LOWER_CURRENT_BLOCK_NONPEAK_MD_PA_AP_FACTORS_APPLIED_WITHOUT_AM_RELABELING,UNION_OF_SAVED_PA_AND_TRANSPOSE_SUPPORT,CLOSED_CORE_SCENARIO_EXTERNAL_TRAVEL_UNKNOWN_NOT_ZERO,behavior_feedback_r1_semantic_fix_r1
h3r9:892a306620fffff,h3r9:892a30661cbffff,HBW,62.87855718361873,5.190247624164626,0.0299156994525488,5.220163323617175,12.73847133333333,existing_gmns_drive_free_flow_complete_177x177_skim,minute,doubly_constrained_gravity_ipf_saved_pa,exp(-beta*drive_free_flow_minutes),0.08,INHERITED_ENGINEERING_ASSUMPTION_NOT_TDM23_CALIBRATED,REGIONAL_PRODUCTION_RATE_ACTIVITY_ATTRACTION_TRANSFER_NOT_OBSERVED_OD,TDM23_TABLE47_LOWER_CURRENT_BLOCK_NONPEAK_MD_PA_AP_FACTORS_APPLIED_WITHOUT_AM_RELABELING,UNION_OF_SAVED_PA_AND_TRANSPOSE_SUPPORT,CLOSED_CORE_SCENARIO_EXTERNAL_TRAVEL_UNKNOWN_NOT_ZERO,behavior_feedback_r1_semantic_fix_r1
h3r9:892a306620fffff,h3r9:892a30661cfffff,HBW,57.6351705238551,4.757437515721096,0.0121762639253792,4.769613779646476,13.02305433333333,existing_gmns_drive_free_flow_complete_177x177_skim,minute,doubly_constrained_gravity_ipf_saved_pa,exp(-beta*drive_free_flow_minutes),0.08,INHERITED_ENGINEERING_ASSUMPTION_NOT_TDM23_CALIBRATED,REGIONAL_PRODUCTION_RATE_ACTIVITY_ATTRACTION_TRANSFER_NOT_OBSERVED_OD,TDM23_TABLE47_LOWER_CURRENT_BLOCK_NONPEAK_MD_PA_AP_FACTORS_APPLIED_WITHOUT_AM_RELABELING,UNION_OF_SAVED_PA_AND_TRANSPOSE_SUPPORT,CLOSED_CORE_SCENARIO_EXTERNAL_TRAVEL_UNKNOWN_NOT_ZERO,behavior_feedback_r1_semantic_fix_r1
h3r9:892a306620fffff,h3r9:892a306630fffff,HBW,63.36758810904927,5.2306141928733645,0.0747482035519164,5.305362396425281,9.586785,existing_gmns_drive_free_flow_complete_177x177_skim,minute,doubly_constrained_gravity_ipf_saved_pa,exp(-beta*drive_free_flow_minutes),0.08,INHERITED_ENGINEERING_ASSUMPTION_NOT_TDM23_CALIBRATED,REGIONAL_PRODUCTION_RATE_ACTIVITY_ATTRACTION_TRANSFER_NOT_OBSERVED_OD,TDM23_TABLE47_LOWER_CURRENT_BLOCK_NONPEAK_MD_PA_AP_FACTORS_APPLIED_WITHOUT_AM_RELABELING,UNION_OF_SAVED_PA_AND_TRANSPOSE_SUPPORT,CLOSED_CORE_SCENARIO_EXTERNAL_TRAVEL_UNKNOWN_NOT_ZERO,behavior_feedback_r1_semantic_fix_r1
h3r9:892a3066273ffff,h3r9:892a306630fffff,HBW,49.20264519888308,4.061383145296606,0.1669910289150798,4.228374174211686,8.859191000000001,existing_gmns_drive_free_flow_complete_177x177_skim,minute,doubly_constrained_gravity_ipf_saved_pa,exp(-beta*drive_free_flow_minutes),0.08,INHERITED_ENGINEERING_ASSUMPTION_NOT_TDM23_CALIBRATED,REGIONAL_PRODUCTION_RATE_ACTIVITY_ATTRACTION_TRANSFER_NOT_OBSERVED_OD,TDM23_TABLE47_LOWER_CURRENT_BLOCK_NONPEAK_MD_PA_AP_FACTORS_APPLIED_WITHOUT_AM_RELABELING,UNION_OF_SAVED_PA_AND_TRANSPOSE_SUPPORT,CLOSED_CORE_SCENARIO_EXTERNAL_TRAVEL_UNKNOWN_NOT_ZERO,behavior_feedback_r1_semantic_fix_r1
h3r9:892a30662bbffff,h3r9:892a30661cbffff,HBW,51.30280528016984,4.234738759046341,0.0390323858239152,4.273771144870256,5.648961999999999,existing_gmns_drive_free_flow_complete_177x177_skim,minute,doubly_constrained_gravity_ipf_saved_pa,exp(-beta*drive_free_flow_minutes),0.08,INHERITED_ENGINEERING_ASSUMPTION_NOT_TDM23_CALIBRATED,REGIONAL_PRODUCTION_RATE_ACTIVITY_ATTRACTION_TRANSFER_NOT_OBSERVED_OD,TDM23_TABLE47_LOWER_CURRENT_BLOCK_NONPEAK_MD_PA_AP_FACTORS_APPLIED_WITHOUT_AM_RELABELING,UNION_OF_SAVED_PA_AND_TRANSPOSE_SUPPORT,CLOSED_CORE_SCENARIO_EXTERNAL_TRAVEL_UNKNOWN_NOT_ZERO,behavior_feedback_r1_semantic_fix_r1
h3r9:892a306630fffff,h3r9:892a306620fffff,HBW,1.0931935701403483,0.0902365700536649,4.332822204544353,4.423058774598018,9.738603666666666,existing_gmns_drive_free_flow_complete_177x177_skim,minute,doubly_constrained_gravity_ipf_saved_pa,exp(-beta*drive_free_flow_minutes),0.08,INHERITED_ENGINEERING_ASSUMPTION_NOT_TDM23_CALIBRATED,REGIONAL_PRODUCTION_RATE_ACTIVITY_ATTRACTION_TRANSFER_NOT_OBSERVED_OD,TDM23_TABLE47_LOWER_CURRENT_BLOCK_NONPEAK_MD_PA_AP_FACTORS_APPLIED_WITHOUT_AM_RELABELING,UNION_OF_SAVED_PA_AND_TRANSPOSE_SUPPORT,CLOSED_CORE_SCENARIO_EXTERNAL_TRAVEL_UNKNOWN_NOT_ZERO,behavior_feedback_r1_semantic_fix_r1
h3r9:892a3066ecbffff,h3r9:892a3066153ffff,HBW,91.81528501744428,7.578800886479923,0.1000044155796854,7.678805302059608,4.5226,existing_gmns_drive_free_flow_complete_177x177_skim,minute,doubly_constrained_gravity_ipf_saved_pa,exp(-beta*drive_free_flow_minutes),0.08,INHERITED_ENGINEERING_ASSUMPTION_NOT_TDM23_CALIBRATED,REGIONAL_PRODUCTION_RATE_ACTIVITY_ATTRACTION_TRANSFER_NOT_OBSERVED_OD,TDM23_TABLE47_LOWER_CURRENT_BLOCK_NONPEAK_MD_PA_AP_FACTORS_APPLIED_WITHOUT_AM_RELABELING,UNION_OF_SAVED_PA_AND_TRANSPOSE_SUPPORT,CLOSED_CORE_SCENARIO_EXTERNAL_TRAVEL_UNKNOWN_NOT_ZERO,behavior_feedback_r1_semantic_fix_r1
h3r9:892a3066ecbffff,h3r9:892a30661cbffff,HBW,100.59459763419504,8.303480467116998,0.0807364267154363,8.384216893832434,5.331682333333332,existing_gmns_drive_free_flow_complete_177x177_skim,minute,doubly_constrained_gravity_ipf_saved_pa,exp(-beta*drive_free_flow_minutes),0.08,INHERITED_ENGINEERING_ASSUMPTION_NOT_TDM23_CALIBRATED,REGIONAL_PRODUCTION_RATE_ACTIVITY_ATTRACTION_TRANSFER_NOT_OBSERVED_OD,TDM23_TABLE47_LOWER_CURRENT_BLOCK_NONPEAK_MD_PA_AP_FACTORS_APPLIED_WITHOUT_AM_RELABELING,UNION_OF_SAVED_PA_AND_TRANSPOSE_SUPPORT,CLOSED_CORE_SCENARIO_EXTERNAL_TRAVEL_UNKNOWN_NOT_ZERO,behavior_feedback_r1_semantic_fix_r1
h3r9:892a3066ecbffff,h3r9:892a30661cfffff,HBW,98.41324249495464,8.123422688503538,0.0345155672400416,8.15793825574358,4.801902333333333,existing_gmns_drive_free_flow_complete_177x177_skim,minute,doubly_constrained_gravity_ipf_saved_pa,exp(-beta*drive_free_flow_minutes),0.08,INHERITED_ENGINEERING_ASSUMPTION_NOT_TDM23_CALIBRATED,REGIONAL_PRODUCTION_RATE_ACTIVITY_ATTRACTION_TRANSFER_NOT_OBSERVED_OD,TDM23_TABLE47_LOWER_CURRENT_BLOCK_NONPEAK_MD_PA_AP_FACTORS_APPLIED_WITHOUT_AM_RELABELING,UNION_OF_SAVED_PA_AND_TRANSPOSE_SUPPORT,CLOSED_CORE_SCENARIO_EXTERNAL_TRAVEL_UNKNOWN_NOT_ZERO,behavior_feedback_r1_semantic_fix_r1
h3r9:892a3066edbffff,h3r9:892a30661cbffff,HBW,97.3856921413706,8.038604572117297,0.0598789095127646,8.098483481630062,5.772099999999999,existing_gmns_drive_free_flow_complete_177x177_skim,minute,doubly_constrained_gravity_ipf_saved_pa,exp(-beta*drive_free_flow_minutes),0.08,INHERITED_ENGINEERING_ASSUMPTION_NOT_TDM23_CALIBRATED,REGIONAL_PRODUCTION_RATE_ACTIVITY_ATTRACTION_TRANSFER_NOT_OBSERVED_OD,TDM23_TABLE47_LOWER_CURRENT_BLOCK_NONPEAK_MD_PA_AP_FACTORS_APPLIED_WITHOUT_AM_RELABELING,UNION_OF_SAVED_PA_AND_TRANSPOSE_SUPPORT,CLOSED_CORE_SCENARIO_EXTERNAL_TRAVEL_UNKNOWN_NOT_ZERO,behavior_feedback_r1_semantic_fix_r1
h3r9:892a3066edbffff,h3r9:892a30661cfffff,HBW,91.2015561839501,7.528141253647979,0.0255987862186753,7.553740039866654,5.788372000000002,existing_gmns_drive_free_flow_complete_177x177_skim,minute,doubly_constrained_gravity_ipf_saved_pa,exp(-beta*drive_free_flow_minutes),0.08,INHERITED_ENGINEERING_ASSUMPTION_NOT_TDM23_CALIBRATED,REGIONAL_PRODUCTION_RATE_ACTIVITY_ATTRACTION_TRANSFER_NOT_OBSERVED_OD,TDM23_TABLE47_LOWER_CURRENT_BLOCK_NONPEAK_MD_PA_AP_FACTORS_APPLIED_WITHOUT_AM_RELABELING,UNION_OF_SAVED_PA_AND_TRANSPOSE_SUPPORT,CLOSED_CORE_SCENARIO_EXTERNAL_TRAVEL_UNKNOWN_NOT_ZERO,behavior_feedback_r1_semantic_fix_r1
