trace_id,observation_id,gps_segment_id,route_id,trip_id_observed,direction_id,from_stop_id,to_stop_id,observed_elapsed_seconds,scheduled_elapsed_seconds,overlay_parameter_id,overlay_factor,overlay_validation_status,od_id,o_zone_id,d_zone_id,departure_time,s1_transit_total_min,s2_transit_total_min,delta_transit_total_min,s1_transit_path_id,s2_transit_path_id,s1_fare_nominal_2026_usd,s2_fare_nominal_2026_usd,delta_fare_nominal_2026_usd,delta_fare_2010_usd,fare_medium,fare_rule,fare_utility_scope,delta_ivtt_min,delta_ovtt_min,delta_utility,cpi_u_2010_annual,cpi_u_2026_august,nominal_2026_to_2010_factor,s1_transit_probability_mu1,s2_transit_probability_mu1,delta_transit_probability_mu1,s1_transit_person_trips,s2_transit_person_trips,s1_auto_vehicle_trips_selected_od_departure,s2_auto_vehicle_trips_selected_od_departure,delta_auto_vehicle_trips_selected_od_departure,assignment_link_id,assignment_link_relation,s1_link_volume,s2_link_volume,delta_link_volume,fixed_items,changed_items,interpretation
feedback_trace_001,gps-stop-pair:mbtav:cccdb505033abedc:s01:5-10,mbtav:cccdb505033abedc:s01,749,78591067,1,1788,5093,86.0,180.0,gps_midday_stop_pair_09,0.4777777777777778,exploratory_not_independently_validated_default_disabled,panel_od_019,h3r9:892a3066ecbffff,h3r9:892a30661cfffff,12:30:00,29.052380523969138,27.48571385730247,-1.5666666666666664,7bb3b3e61591634b,39a7473f07ece140,1.7,1.7,0.0,0.0,charliecard,gtfs_fares_v2_adult_charliecard_selected_itinerary,TIME_AND_GTFS_FARE_CPI_CONVERTED,-1.5666666666666664,0.0,0.03149,218.056,334.98,0.6509522956594423,0.04099,0.0422459157362662,0.001255915736266204,0.1114646297009764,0.1148798573779354,2.164630635146307,2.161795843352807,-0.002834791793500102,16105,on_selected_od_free_flow_shortest_path_and_aggregate_assignment,19.28039831731924,19.273795677462505,-0.0066026398567338,frozen OD objects and person weights; GMNS network; GTFS feed and Fare v2 rules; BLS CPI conversion; TDM23 coefficients/base shares; all non-overlay service; FW solver/capacity,"only named GPS service overlay, selected GTFS itinerary/time/fare if applicable, nested-pivot demand, derived occupied/private vehicle OD",model-internal technical propagation; not an observed policy effect or validated forecast
