path_id,path_index,link_order,link_id,link_index
OD001_P02,7,23,14338,515
OD001_P02,7,24,14692,518
OD001_P02,7,25,12220,1437
OD001_P02,7,26,14117,1439
OD001_P03,8,0,17959,1273
OD001_P03,8,1,15595,1269
OD001_P03,8,2,17038,1274
OD001_P03,8,3,16620,3550
OD001_P03,8,4,17060,246
OD001_P03,8,5,17109,3737
OD001_P03,8,6,16622,3744
OD001_P03,8,7,16916,3746
OD001_P03,8,8,16921,1378
OD001_P03,8,9,16893,1380
OD001_P03,8,10,16820,851
OD001_P03,8,11,16890,855
OD001_P03,8,12,16881,659
OD001_P03,8,13,16876,662
OD001_P03,8,14,16625,665
OD001_P03,8,15,14257,2584
OD001_P03,8,16,14354,1714
OD001_P03,8,17,14338,515
OD001_P03,8,18,14692,518
OD001_P03,8,19,12220,1437
OD001_P03,8,20,14116,1438
OD001_P03,8,21,14198,1958
OD001_P03,8,22,14193,3354
OD001_P04,9,0,17959,1273
OD001_P04,9,1,15595,1269
OD001_P04,9,2,17038,1274
OD001_P04,9,3,16620,3550
OD001_P04,9,4,17060,246
OD001_P04,9,5,17109,3737
OD001_P04,9,6,16622,3744
OD001_P04,9,7,16916,3746
OD001_P04,9,8,16921,1378
OD001_P04,9,9,16893,1380
OD001_P04,9,10,16820,851
OD001_P04,9,11,16890,855
OD001_P04,9,12,16881,659
OD001_P04,9,13,16876,662
OD001_P04,9,14,16625,665
OD001_P04,9,15,14257,2584
OD001_P04,9,16,14354,1714
OD001_P04,9,17,15131,516
OD001_P04,9,18,15132,519
OD001_P04,9,19,15134,3602
OD001_P04,9,20,14362,3956
OD001_P04,9,21,14887,1989
OD001_P04,9,22,14832,1990
OD001_P04,9,23,14697,3568
OD001_P04,9,24,12220,1437
OD001_P04,9,25,14117,1439
OD002_P00,10,0,17959,1273
OD002_P00,10,1,18013,1267
OD002_P00,10,2,18020,1271
OD002_P00,10,3,15640,4411
OD002_P00,10,4,15585,371
OD002_P00,10,5,18137,370
OD002_P00,10,6,18142,374
OD002_P00,10,7,18139,1976
OD002_P00,10,8,18116,2317
OD002_P00,10,9,18163,2326
OD002_P01,11,0,17959,1273
OD002_P01,11,1,18013,1267
OD002_P01,11,2,18021,1270
